Date,Open,High,Low,Close,Adj Close,Volume
2013-07-01,2221.090088,2261.169922,2220.429932,2249.080078,2249.080078,0
2013-07-02,2248.560059,2277.310059,2248.560059,2265.409912,2265.409912,0
2013-07-03,2256.489990,2274.290039,2254.000000,2272.570068,2272.570068,0
2013-07-05,2294.760010,2327.399902,2288.250000,2327.399902,2327.399902,0
2013-07-08,2335.919922,2336.820068,2327.139893,2328.719971,2328.719971,0
2013-07-09,2338.010010,2339.229980,2317.310059,2338.340088,2338.340088,0
2013-07-10,2337.409912,2337.649902,2312.600098,2323.679932,2323.679932,0
2013-07-11,2343.010010,2343.520020,2302.169922,2305.129883,2305.129883,0
2013-07-12,2306.340088,2329.189941,2305.370117,2326.850098,2326.850098,0
2013-07-15,2333.310059,2346.719971,2329.870117,2345.159912,2345.159912,0
2013-07-16,2346.770020,2347.060059,2311.489990,2333.689941,2333.689941,0
2013-07-17,2339.949951,2349.330078,2337.620117,2343.409912,2343.409912,0
2013-07-18,2345.489990,2376.870117,2339.080078,2376.750000,2376.750000,0
2013-07-19,2371.860107,2384.090088,2365.959961,2384.090088,2384.090088,0
2013-07-22,2381.699951,2405.000000,2379.260010,2404.629883,2404.629883,0
2013-07-23,2407.100098,2414.110107,2391.379883,2410.850098,2410.850098,0
2013-07-24,2419.189941,2429.189941,2414.100098,2419.500000,2419.500000,0
2013-07-25,2409.649902,2420.899902,2402.399902,2413.389893,2413.389893,0
2013-07-26,2402.270020,2403.790039,2394.149902,2402.340088,2402.340088,0
2013-07-29,2399.449951,2402.550049,2375.530029,2377.570068,2377.570068,0
2013-07-30,2384.899902,2394.060059,2371.719971,2377.000000,2377.000000,0
2013-07-31,2381.879883,2408.850098,2377.959961,2378.550049,2378.550049,0
2013-08-01,2395.489990,2422.129883,2394.860107,2420.129883,2420.129883,0
2013-08-02,2410.239990,2416.639893,2400.520020,2416.520020,2416.520020,0
2013-08-05,2414.159912,2424.979980,2407.709961,2420.530029,2420.530029,0
2013-08-06,2416.560059,2416.689941,2395.199951,2398.310059,2398.310059,0
2013-08-07,2393.610107,2393.790039,2375.739990,2381.479980,2381.479980,0
2013-08-08,2395.310059,2401.629883,2381.729980,2389.939941,2389.939941,0
2013-08-09,2386.439941,2392.989990,2378.260010,2380.320068,2380.320068,0
2013-08-12,2370.070068,2385.820068,2368.060059,2383.020020,2383.020020,0
2013-08-13,2384.649902,2386.459961,2362.959961,2383.500000,2383.500000,0
2013-08-14,2383.340088,2391.699951,2379.830078,2379.850098,2379.850098,0
2013-08-15,2362.879883,2369.100098,2349.729980,2353.550049,2353.550049,0
2013-08-16,2348.139893,2375.909912,2348.139893,2358.600098,2358.600098,0
2013-08-19,2354.780029,2356.370117,2340.209961,2340.379883,2340.379883,0
2013-08-20,2343.780029,2375.879883,2342.820068,2372.169922,2372.169922,0
2013-08-21,2365.689941,2371.070068,2346.419922,2351.550049,2351.550049,0
2013-08-22,2355.030029,2384.760010,2354.879883,2384.760010,2384.760010,0
2013-08-23,2386.739990,2387.040039,2365.459961,2375.520020,2375.520020,0
2013-08-26,2377.229980,2378.379883,2357.129883,2357.790039,2357.790039,0
2013-08-27,2332.489990,2335.889893,2284.620117,2285.219971,2285.219971,0
2013-08-28,2284.510010,2300.280029,2281.719971,2290.739990,2290.739990,0
2013-08-29,2285.149902,2311.040039,2285.149902,2303.179932,2303.179932,0
2013-08-30,2301.780029,2301.889893,2267.560059,2270.560059,2270.560059,0
2013-09-03,2294.040039,2314.770020,2258.459961,2275.739990,2275.739990,0
2013-09-04,2275.979980,2293.979980,2275.260010,2282.209961,2282.209961,0
2013-09-05,2284.300049,2303.169922,2283.899902,2297.790039,2297.790039,0
2013-09-06,2308.149902,2308.270020,2261.350098,2292.149902,2292.149902,0
2013-09-09,2296.679932,2308.030029,2283.260010,2308.020020,2308.020020,0
2013-09-10,2320.870117,2324.830078,2310.300049,2324.800049,2324.800049,0
2013-09-11,2321.129883,2323.030029,2309.540039,2315.520020,2315.520020,0
2013-09-12,2319.379883,2319.949951,2303.719971,2304.110107,2304.110107,0
2013-09-13,2309.290039,2310.800049,2296.830078,2310.780029,2310.780029,0
2013-09-16,2332.540039,2332.540039,2312.909912,2315.669922,2315.669922,0
2013-09-17,2315.510010,2339.889893,2312.810059,2339.840088,2339.840088,0
2013-09-18,2338.290039,2355.580078,2326.860107,2332.770020,2332.770020,0
2013-09-19,2334.429932,2334.429932,2291.270020,2300.989990,2300.989990,0
2013-09-20,2303.060059,2324.489990,2302.879883,2316.729980,2316.729980,0
2013-09-23,2312.770020,2312.840088,2291.699951,2308.199951,2308.199951,0
2013-09-24,2308.639893,2333.739990,2301.679932,2319.709961,2319.709961,0
2013-09-25,2321.469971,2340.260010,2309.570068,2327.449951,2327.449951,0
2013-09-26,2330.209961,2335.439941,2312.389893,2319.620117,2319.620117,0
2013-09-27,2306.439941,2329.010010,2306.330078,2317.610107,2317.610107,0
2013-09-30,2296.100098,2327.229980,2295.159912,2325.199951,2325.199951,0
2013-10-01,2325.320068,2353.219971,2325.060059,2353.219971,2353.219971,0
2013-10-02,2339.209961,2339.209961,2326.969971,2328.550049,2328.550049,0
2013-10-03,2324.479980,2324.800049,2308.010010,2315.939941,2315.939941,0
2013-10-04,2313.959961,2335.840088,2313.610107,2333.600098,2333.600098,0
2013-10-07,2315.459961,2317.010010,2298.439941,2298.439941,2298.439941,0
2013-10-08,2299.209961,2303.649902,2283.439941,2283.750000,2283.750000,0
2013-10-09,2289.290039,2301.209961,2285.580078,2290.949951,2290.949951,0
2013-10-10,2315.229980,2342.830078,2315.120117,2342.399902,2342.399902,0
2013-10-11,2331.520020,2382.429932,2328.159912,2382.429932,2382.429932,0
2013-10-14,2369.659912,2393.050049,2369.300049,2393.050049,2393.050049,0
2013-10-15,2388.199951,2393.810059,2373.639893,2373.870117,2373.870117,0
2013-10-16,2385.770020,2410.199951,2385.580078,2402.060059,2402.060059,0
2013-10-17,2393.340088,2420.179932,2388.560059,2419.409912,2419.409912,0
2013-10-18,2432.639893,2438.010010,2409.699951,2435.489990,2435.489990,0
2013-10-21,2433.979980,2442.649902,2432.040039,2434.969971,2434.969971,0
2013-10-22,2433.310059,2440.760010,2429.959961,2437.320068,2437.320068,0
2013-10-23,2428.260010,2442.610107,2421.969971,2438.149902,2438.149902,0
2013-10-24,2442.520020,2449.270020,2434.030029,2446.830078,2446.830078,0
2013-10-25,2449.439941,2453.179932,2438.260010,2450.020020,2450.020020,0
2013-10-28,2451.070068,2461.580078,2445.469971,2461.290039,2461.290039,0
2013-10-29,2463.659912,2466.959961,2442.229980,2457.020020,2457.020020,0
2013-10-30,2457.760010,2459.439941,2447.080078,2447.169922,2447.169922,0
2013-10-31,2445.850098,2445.850098,2418.510010,2419.790039,2419.790039,0
2013-11-01,2418.610107,2425.639893,2398.020020,2414.120117,2414.120117,0
2013-11-04,2420.639893,2420.679932,2405.120117,2418.520020,2418.520020,0
2013-11-05,2410.389893,2427.860107,2406.860107,2420.129883,2420.129883,0
2013-11-06,2430.870117,2433.989990,2423.570068,2431.389893,2431.389893,0
2013-11-07,2438.389893,2442.659912,2408.989990,2408.989990,2408.989990,0
2013-11-08,2413.010010,2488.070068,2413.010010,2487.899902,2487.899902,0
2013-11-11,2484.070068,2484.080078,2462.610107,2466.419922,2466.419922,0
2013-11-12,2462.159912,2462.860107,2440.100098,2449.000000,2449.000000,0
2013-11-13,2440.409912,2469.969971,2435.350098,2469.870117,2469.870117,0
2013-11-14,2471.159912,2478.510010,2462.169922,2476.649902,2476.649902,0
2013-11-15,2478.419922,2478.709961,2460.840088,2471.020020,2471.020020,0
2013-11-18,2475.260010,2491.379883,2467.379883,2470.879883,2470.879883,0
2013-11-19,2469.459961,2480.040039,2460.219971,2465.790039,2465.790039,0
2013-11-20,2471.929932,2477.860107,2460.479980,2468.560059,2468.560059,0
2013-11-21,2478.080078,2512.989990,2476.320068,2509.699951,2509.699951,0
2013-11-22,2510.770020,2530.889893,2499.669922,2530.889893,2530.889893,0
2013-11-25,2535.000000,2552.989990,2533.439941,2543.330078,2543.330078,0
2013-11-26,2544.889893,2557.000000,2540.149902,2554.570068,2554.570068,0
2013-11-27,2556.350098,2572.489990,2550.320068,2572.409912,2572.409912,0
2013-11-29,2580.459961,2582.449951,2569.040039,2571.409912,2571.409912,0
2013-12-02,2568.629883,2573.620117,2539.370117,2539.570068,2539.570068,0
2013-12-03,2531.879883,2542.870117,2503.850098,2517.729980,2517.729980,0
2013-12-04,2511.570068,2534.000000,2501.979980,2516.199951,2516.199951,0
2013-12-05,2513.719971,2520.620117,2509.340088,2517.479980,2517.479980,0
2013-12-06,2542.830078,2563.979980,2542.810059,2559.120117,2559.120117,0
2013-12-09,2562.939941,2565.179932,2543.689941,2549.969971,2549.969971,0
2013-12-10,2542.639893,2553.169922,2526.139893,2526.850098,2526.850098,0
2013-12-11,2529.300049,2531.149902,2495.449951,2497.229980,2497.229980,0
2013-12-12,2497.139893,2522.989990,2496.659912,2512.350098,2512.350098,0
2013-12-13,2517.389893,2520.379883,2496.889893,2508.260010,2508.260010,0
2013-12-16,2519.290039,2543.560059,2516.879883,2543.169922,2543.169922,0
2013-12-17,2540.530029,2540.610107,2517.860107,2525.929932,2525.929932,0
2013-12-18,2528.620117,2563.370117,2514.810059,2563.060059,2563.060059,0
2013-12-19,2555.659912,2558.699951,2544.199951,2545.149902,2545.149902,0
2013-12-20,2553.449951,2582.179932,2549.850098,2578.939941,2578.939941,0
2013-12-23,2588.840088,2615.459961,2585.919922,2615.459961,2615.459961,0
2013-12-24,2614.520020,2627.219971,2614.209961,2617.219971,2617.219971,0
2013-12-26,2622.810059,2626.149902,2614.229980,2615.459961,2615.459961,0
2013-12-27,2619.219971,2622.000000,2605.050049,2610.040039,2610.040039,0
2013-12-30,2608.100098,2609.360107,2599.030029,2599.199951,2599.199951,0
2013-12-31,2603.560059,2609.120117,2600.040039,2601.959961,2601.959961,0
2014-01-02,2594.520020,2594.590088,2566.250000,2568.969971,2568.969971,0
2014-01-03,2573.459961,2577.790039,2566.270020,2573.580078,2573.580078,0
2014-01-06,2583.739990,2587.800049,2555.969971,2556.790039,2556.790039,0
2014-01-07,2565.760010,2587.600098,2564.120117,2574.949951,2574.949951,0
2014-01-08,2573.090088,2581.229980,2568.139893,2575.879883,2575.879883,0
2014-01-09,2584.510010,2593.469971,2578.600098,2587.169922,2587.169922,0
2014-01-10,2589.229980,2590.139893,2571.449951,2583.310059,2583.310059,0
2014-01-13,2578.080078,2579.280029,2547.179932,2559.409912,2559.409912,0
2014-01-14,2568.070068,2576.110107,2556.620117,2572.870117,2572.870117,0
2014-01-15,2579.790039,2592.570068,2579.550049,2586.459961,2586.459961,0
2014-01-16,2581.770020,2582.179932,2558.870117,2566.570068,2566.570068,0
2014-01-17,2565.909912,2576.550049,2563.689941,2573.489990,2573.489990,0
2014-01-21,2590.310059,2621.020020,2589.669922,2620.879883,2620.879883,0
2014-01-22,2627.110107,2638.780029,2622.000000,2636.679932,2636.679932,0
2014-01-23,2621.689941,2621.739990,2590.290039,2605.340088,2605.340088,0
2014-01-24,2587.770020,2591.800049,2560.370117,2565.669922,2565.669922,0
2014-01-27,2581.439941,2586.459961,2536.469971,2537.919922,2537.919922,0
2014-01-28,2539.800049,2552.419922,2531.800049,2540.739990,2540.739990,0
2014-01-29,2519.760010,2533.030029,2497.530029,2499.969971,2499.969971,0
2014-01-30,2515.280029,2534.570068,2502.360107,2526.280029,2526.280029,0
2014-01-31,2492.040039,2512.800049,2489.949951,2492.560059,2492.560059,0
2014-02-03,2492.530029,2493.070068,2412.080078,2415.760010,2415.760010,0
2014-02-04,2426.639893,2460.199951,2416.110107,2445.969971,2445.969971,0
2014-02-05,2438.949951,2448.800049,2429.010010,2437.419922,2437.419922,0
2014-02-06,2441.969971,2458.000000,2437.169922,2457.379883,2457.379883,0
2014-02-07,2464.080078,2473.000000,2445.719971,2462.260010,2462.260010,0
2014-02-10,2464.729980,2468.300049,2445.949951,2465.110107,2465.110107,0
2014-02-11,2465.530029,2499.179932,2462.439941,2495.739990,2495.739990,0
2014-02-12,2498.100098,2520.760010,2485.100098,2493.300049,2493.300049,0
2014-02-13,2479.300049,2506.020020,2473.790039,2505.909912,2505.909912,0
2014-02-14,2506.429932,2521.060059,2503.350098,2519.590088,2519.590088,0
2014-02-18,2524.260010,2538.530029,2516.040039,2532.469971,2532.469971,0
2014-02-19,2523.649902,2526.870117,2470.719971,2472.139893,2472.139893,0
2014-02-20,2473.600098,2487.290039,2459.530029,2482.969971,2482.969971,0
2014-02-21,2492.590088,2502.929932,2487.899902,2498.669922,2498.669922,0
2014-02-24,2500.820068,2542.239990,2500.689941,2533.760010,2533.760010,0
2014-02-25,2533.949951,2534.629883,2517.500000,2520.050049,2520.050049,0
2014-02-26,2527.560059,2550.959961,2521.300049,2545.649902,2545.649902,0
