Date,Open,High,Low,Close,Adj Close,Volume
2013-07-01,179.690002,182.279999,178.699997,179.070007,179.070007,0
2013-07-02,178.970001,180.460007,177.029999,177.070007,177.070007,0
2013-07-03,176.580002,178.899994,176.580002,178.240005,178.240005,0
2013-07-05,179.000000,179.000000,172.860001,174.199997,174.199997,0
2013-07-08,176.039993,176.889999,172.550003,172.770004,172.770004,0
2013-07-09,173.610001,180.050003,173.589996,179.309998,179.309998,0
2013-07-10,179.199997,179.770004,177.000000,178.449997,178.449997,0
2013-07-11,179.479996,186.630005,179.479996,186.199997,186.199997,0
2013-07-12,187.190002,188.389999,185.809998,187.000000,187.000000,0
2013-07-15,187.179993,187.490005,183.710007,183.919998,183.919998,0
2013-07-16,184.250000,186.740005,182.279999,183.320007,183.320007,0
2013-07-17,183.559998,185.820007,181.759995,185.000000,185.000000,0
2013-07-18,185.570007,186.880005,184.440002,184.729996,184.729996,0
2013-07-19,184.500000,186.369995,183.839996,186.029999,186.029999,0
2013-07-22,186.429993,187.160004,183.630005,184.360001,184.360001,0
2013-07-23,184.919998,186.470001,184.559998,185.929993,185.929993,0
2013-07-24,186.320007,187.220001,179.880005,181.020004,181.020004,0
2013-07-25,180.570007,180.570007,173.929993,174.779999,174.779999,0
2013-07-26,176.020004,178.179993,175.580002,176.639999,176.639999,0
2013-07-29,176.369995,176.990005,174.360001,175.639999,175.639999,0
2013-07-30,175.960007,177.190002,175.199997,175.699997,175.699997,0
2013-07-31,175.889999,180.500000,175.029999,177.679993,177.679993,0
2013-08-01,178.850006,182.210007,178.449997,179.169998,179.169998,0
2013-08-02,179.050003,182.220001,179.029999,181.470001,181.470001,0
2013-08-05,181.100006,181.100006,179.020004,179.750000,179.750000,0
2013-08-06,179.339996,179.360001,175.580002,175.809998,175.809998,0
2013-08-07,175.089996,175.089996,171.789993,172.250000,172.250000,0
2013-08-08,173.309998,174.130005,172.289993,172.520004,172.520004,0
2013-08-09,172.000000,173.740005,170.850006,173.000000,173.000000,0
2013-08-12,172.100006,174.210007,172.009995,172.919998,172.919998,0
2013-08-13,173.139999,173.179993,169.000000,169.860001,169.860001,0
2013-08-14,169.919998,170.050003,168.050003,168.809998,168.809998,0
2013-08-15,167.250000,171.369995,164.029999,170.919998,170.919998,0
2013-08-16,170.899994,174.500000,170.240005,171.250000,171.250000,0
2013-08-19,171.039993,171.259995,166.449997,166.830002,166.830002,0
2013-08-20,167.300003,171.990005,167.289993,171.559998,171.559998,0
2013-08-21,170.910004,173.130005,169.880005,171.050003,171.050003,0
2013-08-22,171.240005,174.369995,171.190002,173.509995,173.509995,0
2013-08-23,173.720001,173.820007,169.190002,170.679993,170.679993,0
2013-08-26,170.610001,172.929993,169.300003,171.029999,171.029999,0
2013-08-27,169.539993,169.660004,166.589996,167.250000,167.250000,0
2013-08-28,166.919998,167.740005,165.690002,166.660004,166.660004,0
2013-08-29,166.160004,170.729996,166.160004,169.419998,169.419998,0
2013-08-30,169.259995,169.520004,166.580002,167.070007,167.070007,0
2013-09-03,167.809998,169.770004,167.070007,167.880005,167.880005,0
2013-09-04,167.779999,169.220001,167.050003,167.929993,167.929993,0
2013-09-05,168.149994,168.869995,167.279999,168.210007,168.210007,0
2013-09-06,168.889999,172.619995,168.740005,170.759995,170.759995,0
2013-09-09,171.220001,177.750000,171.220001,177.410004,177.410004,0
2013-09-10,177.830002,178.949997,176.449997,176.820007,176.820007,0
2013-09-11,176.690002,179.809998,175.910004,178.899994,178.899994,0
2013-09-12,178.529999,181.779999,177.429993,177.619995,177.619995,0
2013-09-13,177.710007,178.229996,176.289993,177.770004,177.770004,0
2013-09-16,178.029999,183.050003,177.979996,180.229996,180.229996,0
2013-09-17,180.160004,181.899994,180.039993,181.130005,181.130005,0
2013-09-18,180.949997,189.050003,179.149994,188.839996,188.839996,0
2013-09-19,189.229996,191.240005,186.460007,186.710007,186.710007,0
2013-09-20,186.770004,187.110001,182.190002,182.860001,182.860001,0
2013-09-23,182.380005,182.399994,178.460007,179.740005,179.740005,0
2013-09-24,180.570007,185.529999,179.740005,182.460007,182.460007,0
2013-09-25,182.479996,185.020004,180.710007,183.110001,183.110001,0
2013-09-26,183.550003,184.320007,181.470001,183.190002,183.190002,0
2013-09-27,182.410004,182.639999,180.360001,180.979996,180.979996,0
2013-09-30,179.380005,181.850006,178.000000,180.750000,180.750000,0
2013-10-01,180.789993,182.779999,180.690002,181.919998,181.919998,0
2013-10-02,180.789993,183.479996,180.070007,182.710007,182.710007,0
2013-10-03,182.570007,183.279999,178.399994,179.919998,179.919998,0
2013-10-04,179.600006,180.550003,176.429993,177.610001,177.610001,0
2013-10-07,176.630005,177.820007,175.570007,175.910004,175.910004,0
2013-10-08,175.889999,176.419998,171.350006,171.729996,171.729996,0
2013-10-09,171.970001,173.460007,169.710007,171.690002,171.690002,0
2013-10-10,172.679993,176.100006,172.639999,175.350006,175.350006,0
2013-10-11,175.149994,178.800003,175.130005,178.389999,178.389999,0
2013-10-14,177.369995,177.369995,174.240005,177.259995,177.259995,0
2013-10-15,176.639999,176.669998,173.149994,173.779999,173.779999,0
2013-10-16,174.330002,176.860001,173.720001,176.139999,176.139999,0
2013-10-17,175.320007,181.059998,174.970001,180.830002,180.830002,0
2013-10-18,181.080002,181.960007,179.559998,180.809998,180.809998,0
2013-10-21,180.820007,181.229996,177.270004,179.259995,179.259995,0
2013-10-22,180.070007,183.910004,180.009995,183.570007,183.570007,0
2013-10-23,182.919998,186.389999,182.410004,183.759995,183.759995,0
2013-10-24,184.539993,188.600006,184.490005,187.339996,187.339996,0
2013-10-25,187.520004,189.270004,186.919998,188.619995,188.619995,0
2013-10-28,188.539993,189.470001,187.039993,188.440002,188.440002,0
2013-10-29,189.389999,189.940002,188.550003,189.860001,189.860001,0
2013-10-30,189.679993,189.880005,185.679993,186.889999,186.889999,0
2013-10-31,186.710007,187.089996,184.039993,184.050003,184.050003,0
2013-11-01,184.179993,184.800003,180.039993,182.350006,182.350006,0
2013-11-04,182.830002,186.580002,182.830002,184.389999,184.389999,0
2013-11-05,183.789993,184.039993,180.350006,180.979996,180.979996,0
2013-11-06,181.500000,182.759995,180.449997,181.839996,181.839996,0
2013-11-07,182.699997,185.009995,179.210007,179.350006,179.350006,0
2013-11-08,178.869995,178.869995,174.899994,177.750000,177.750000,0
2013-11-11,177.770004,177.770004,175.889999,177.059998,177.059998,0
2013-11-12,176.789993,178.369995,175.550003,177.860001,177.860001,0
2013-11-13,177.389999,180.529999,177.089996,180.149994,180.149994,0
2013-11-14,180.660004,184.500000,179.759995,183.520004,183.520004,0
2013-11-15,183.610001,185.289993,183.570007,184.110001,184.110001,0
2013-11-18,184.320007,186.020004,182.259995,182.929993,182.929993,0
2013-11-19,182.830002,184.360001,182.000000,183.020004,183.020004,0
2013-11-20,183.309998,186.389999,181.789993,182.500000,182.500000,0
2013-11-21,182.800003,185.850006,181.369995,185.460007,185.460007,0
2013-11-22,185.539993,185.940002,184.449997,184.830002,184.830002,0
2013-11-25,184.929993,185.940002,182.770004,185.309998,185.309998,0
2013-11-26,185.789993,190.410004,185.770004,189.899994,189.899994,0
2013-11-27,190.389999,192.080002,190.289993,191.050003,191.050003,0
2013-11-29,191.080002,191.080002,189.389999,189.820007,189.820007,0
2013-12-02,189.830002,189.830002,186.990005,187.169998,187.169998,0
2013-12-03,186.380005,187.169998,184.339996,185.789993,185.789993,0
2013-12-04,185.100006,186.740005,182.449997,184.809998,184.809998,0
2013-12-05,184.320007,184.720001,183.000000,183.550003,183.550003,0
2013-12-06,184.559998,187.889999,184.559998,185.919998,185.919998,0
2013-12-09,186.169998,189.130005,186.080002,187.960007,187.960007,0
2013-12-10,188.250000,191.690002,188.250000,188.320007,188.320007,0
2013-12-11,188.220001,188.220001,184.039993,184.570007,184.570007,0
2013-12-12,184.679993,186.360001,184.169998,185.449997,185.449997,0
2013-12-13,185.750000,187.809998,185.580002,186.410004,186.410004,0
2013-12-16,187.199997,188.740005,187.199997,187.779999,187.779999,0
2013-12-17,187.470001,187.610001,185.339996,187.050003,187.050003,0
2013-12-18,187.490005,194.729996,187.490005,194.009995,194.009995,0
2013-12-19,193.410004,193.500000,191.570007,192.050003,192.050003,0
