Tweet,Date,Retweets,Likes,Keyword,Positive,Negative,Neutral,Compound
"rt @jacobawohl: @realdonaldtrump president trump alone has succeeded in bringing the stock market, small business index and consumer comfor…",2017-08-16,11739,0,stock,0.128,0.092,0.78,0.2023
"rt @jacobawohl: @realdonaldtrump president trump alone has succeeded in bringing the stock market, small business index and consumer comfor…",2017-08-16,11739,0,market,0.128,0.092,0.78,0.2023
kim jong un of north korea made a very wise and well reasoned decision. the alternative would have been both catastrophic and unacceptable!,2017-08-16,25571,113224,kim,0.19,0.215,0.595,-0.1865
"amazon is doing great damage to tax paying retailers. towns, cities and states throughout the u.s. are being hurt - many jobs being lost!",2017-08-16,17152,67035,tax,0.176,0.279,0.546,-0.5255
"amazon is doing great damage to tax paying retailers. towns, cities and states throughout the u.s. are being hurt - many jobs being lost!",2017-08-16,17152,67035,jobs,0.176,0.279,0.546,-0.5255
"amazon is doing great damage to tax paying retailers. towns, cities and states throughout the u.s. are being hurt - many jobs being lost!",2017-08-16,17152,67035,jobs,0.176,0.279,0.546,-0.5255
"for every ceo that drops out of the manufacturing council, i have many to take their place. grandstanders should not have gone on. jobs!",2017-08-15,23621,105711,jobs,0.0,0.0,1.0,0.0
"for every ceo that drops out of the manufacturing council, i have many to take their place. grandstanders should not have gone on. jobs!",2017-08-15,23621,105711,jobs,0.0,0.0,1.0,0.0
"rt @foxandfriends: sec. mattis: if north korea fires missile at us, it's 'game on' https://t.co/cfpl9u2i2g",2017-08-15,8944,0,missile,0.0,0.0,1.0,0.0
leaving for new york city and meetings on military purchases and trade.,2017-08-14,8830,60362,trade,0.0,0.0,1.0,0.0
"big day in washington, d.c., even though white house &amp; oval office are being renovated. great trade deals coming for american workers!",2017-08-14,12035,67415,trade,0.173,0.0,0.827,0.6588
.@merck pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the u.s. bring jobs back &amp; lower prices!,2017-08-14,13646,62711,price,0.0,0.087,0.913,-0.3595
.@merck pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the u.s. bring jobs back &amp; lower prices!,2017-08-14,13646,62711,jobs,0.0,0.087,0.913,-0.3595
.@merck pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the u.s. bring jobs back &amp; lower prices!,2017-08-14,13646,62711,jobs,0.0,0.087,0.913,-0.3595
"now that ken frazier of merck pharma has resigned from president's manufacturing council,he will have more time to lower ripoff drug prices!",2017-08-14,21189,89976,price,0.0,0.192,0.808,-0.5797
the obstructionist democrats have given us (or not fixed) some of the worst trade deals in world history. i am changing that fast!,2017-08-14,19299,92979,trade,0.0,0.173,0.827,-0.6588
"luther strange of the great state of alabama has my endorsement. he is strong on border &amp; wall, the military, tax cuts &amp; law enforcement.",2017-08-14,10864,57512,tax,0.288,0.119,0.593,0.7717
heading to washington this morning. much work to do. focus on trade and military. #maga,2017-08-14,11600,66186,trade,0.0,0.0,1.0,0.0
we want to make sure that we have the workforce development programs we need to ensure these jobs are.... https://t.co/tyqbvvmbn4,2017-08-11,10491,49466,jobs,0.267,0.0,0.733,0.6369
we want to make sure that we have the workforce development programs we need to ensure these jobs are.... https://t.co/tyqbvvmbn4,2017-08-11,10491,49466,jobs,0.267,0.0,0.733,0.6369
"military solutions are now fully in place,locked and loaded,should north korea act unwisely.  hopefully kim jong un will find another path!",2017-08-11,56071,167519,kim,0.198,0.0,0.802,0.5707
"mitch, get back to work and put repeal &amp; replace, tax reform &amp; cuts and a great infrastructure bill on my desk for signing. you can do it!",2017-08-10,29428,117347,tax,0.139,0.07,0.791,0.4926
rt @foxandfriends: fox news alert: north korea responds to u.s. with guam attack plan as secretary mattis warns kim jung un “he is grossly…,2017-08-10,10615,0,kim,0.079,0.162,0.758,-0.3182
rt @markets: u.s. job openings surge to record https://t.co/3cph78sfvw via @shochandra https://t.co/jfhq7hfn69,2017-08-10,5917,0,market,0.0,0.0,1.0,0.0
rt @markets: u.s. job openings surge to record https://t.co/3cph78sfvw via @shochandra https://t.co/jfhq7hfn69,2017-08-10,5917,0,market,0.0,0.0,1.0,0.0
rt @ambjohnbolton: our country &amp; civilians are vulnerable today because @barackobama did not believe in national missile defense. let’s nev…,2017-08-10,23011,0,missile,0.07,0.089,0.841,-0.1027
my first order as president was to renovate and modernize our nuclear arsenal. it is now far stronger and more powerful than ever before....,2017-08-09,24091,102357,nuclear,0.206,0.0,0.794,0.6901
rt @foxnews: jobs added during @potus' time in office. https://t.co/zd0fkfvhvx,2017-08-08,12746,0,jobs,0.0,0.0,1.0,0.0
rt @foxnews: jobs added during @potus' time in office. https://t.co/zd0fkfvhvx,2017-08-08,12746,0,jobs,0.0,0.0,1.0,0.0
rt @foxandfriends: u.s. spy satellites detect north korea moving anti-ship cruise missiles to patrol boat https://t.co/bpfxslffgy,2017-08-08,6777,0,missile,0.0,0.0,1.0,0.0
the fake news media will not talk about the importance of the united nations security council's 15-0 vote in favor of sanctions on n. korea!,2017-08-07,19148,81306,sanctions,0.316,0.092,0.592,0.7644
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11255,56885,market,0.218,0.121,0.661,0.3612
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11255,56885,stock,0.218,0.121,0.661,0.3612
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11255,56885,market,0.218,0.121,0.661,0.3612
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11255,56885,jobs,0.218,0.121,0.661,0.3612
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11255,56885,jobs,0.218,0.121,0.661,0.3612
just completed call with president moon of south korea. very happy and impressed with 15-0 united nations vote on north korea sanctions.,2017-08-07,19230,95967,sanctions,0.348,0.0,0.652,0.8795
"the fake news refuses to report the success of the first 6 months: s.c., surging economy &amp; jobs,border &amp; military security,isis &amp; ms-13 etc.",2017-08-07,21695,90814,jobs,0.133,0.112,0.755,0.1531
"the fake news refuses to report the success of the first 6 months: s.c., surging economy &amp; jobs,border &amp; military security,isis &amp; ms-13 etc.",2017-08-07,21695,90814,economy,0.133,0.112,0.755,0.1531
"the fake news refuses to report the success of the first 6 months: s.c., surging economy &amp; jobs,border &amp; military security,isis &amp; ms-13 etc.",2017-08-07,21695,90814,jobs,0.133,0.112,0.755,0.1531
rt @ivankatrump: the administration is committed to supporting military spouses in the workforce. thanks kim for sharing your story! https:…,2017-08-06,10261,0,kim,0.407,0.0,0.593,0.8748
united nations resolution is the single largest economic sanctions package ever on north korea. over one billion dollars in cost to n.k.,2017-08-05,17258,80082,sanctions,0.118,0.0,0.882,0.4215
the united nations security council just voted 15-0 to sanction north korea. china and russia voted with us. very big financial impact!,2017-08-05,24205,105053,china,0.215,0.0,0.785,0.6696
"rt @rightlynews: ""what's a high priced clinton attorney doing representing a low level it staffer for the democrats?"" 
-@jessebwatters on t…",2017-08-05,18257,0,price,0.0,0.104,0.896,-0.2732
rt @foxnews: more than 1 million jobs added since @potus took office. https://t.co/zvsc9oi9ds https://t.co/nnl1fwnmlu,2017-08-05,10346,0,jobs,0.0,0.0,1.0,0.0
rt @foxnews: more than 1 million jobs added since @potus took office. https://t.co/zvsc9oi9ds https://t.co/nnl1fwnmlu,2017-08-05,10346,0,jobs,0.0,0.0,1.0,0.0
"rt @ivankatrump: since @realdonaldtrump inauguration, over 1 million net new jobs have been created in the american economy! #maga",2017-08-04,18549,0,jobs,0.119,0.0,0.881,0.3164
"rt @ivankatrump: since @realdonaldtrump inauguration, over 1 million net new jobs have been created in the american economy! #maga",2017-08-04,18549,0,economy,0.119,0.0,0.881,0.3164
"rt @ivankatrump: since @realdonaldtrump inauguration, over 1 million net new jobs have been created in the american economy! #maga",2017-08-04,18549,0,jobs,0.119,0.0,0.881,0.3164
"rt @foxbusiness: #breakingnews: u.s. employers added 209,000 jobs in july, unemployment rate down to 4.3% #jobsreport https://t.co/mwatlmg1…",2017-08-04,11890,0,unemployment,0.0,0.153,0.847,-0.4404
"rt @foxbusiness: #breakingnews: u.s. employers added 209,000 jobs in july, unemployment rate down to 4.3% #jobsreport https://t.co/mwatlmg1…",2017-08-04,11890,0,jobs,0.0,0.153,0.847,-0.4404
"rt @foxbusiness: #breakingnews: u.s. employers added 209,000 jobs in july, unemployment rate down to 4.3% #jobsreport https://t.co/mwatlmg1…",2017-08-04,11890,0,jobs,0.0,0.153,0.847,-0.4404
excellent jobs numbers just released - and i have only just begun. many job stifling regulations continue to fall. movement back to usa!,2017-08-04,18148,86116,jobs,0.166,0.0,0.834,0.6114
excellent jobs numbers just released - and i have only just begun. many job stifling regulations continue to fall. movement back to usa!,2017-08-04,18148,86116,jobs,0.166,0.0,0.834,0.6114
"consumer confidence is at a 16 year high....and for good reason. much more regulation ""busting"" to come. working hard on tax cuts &amp; reform!",2017-08-04,14093,72310,tax,0.223,0.124,0.653,0.5983
toyota &amp; mazda to build a new $1.6b plant here in the u.s.a. and create 4k new american jobs. a great investment in american manufacturing!,2017-08-04,24692,112753,jobs,0.236,0.0,0.764,0.7574
toyota &amp; mazda to build a new $1.6b plant here in the u.s.a. and create 4k new american jobs. a great investment in american manufacturing!,2017-08-04,24692,112753,jobs,0.236,0.0,0.764,0.7574
toyota &amp; mazda to build a new $1.6b plant here in the u.s.a. and create 4k new american jobs. a great investment in american manufacturing!,2017-08-04,24692,112753,build,0.236,0.0,0.764,0.7574
i am continuing to get rid of costly and unnecessary regulations. much work left to do but effect will be great! business &amp; jobs will grow.,2017-08-03,18635,96465,jobs,0.197,0.04,0.763,0.7745
i am continuing to get rid of costly and unnecessary regulations. much work left to do but effect will be great! business &amp; jobs will grow.,2017-08-03,18635,96465,jobs,0.197,0.04,0.763,0.7745
business is looking better than ever with business enthusiasm at record levels. stock market at an all-time high. that doesn't just happen!,2017-08-03,15561,78811,market,0.233,0.0,0.767,0.7263
business is looking better than ever with business enthusiasm at record levels. stock market at an all-time high. that doesn't just happen!,2017-08-03,15561,78811,stock,0.233,0.0,0.767,0.7263
business is looking better than ever with business enthusiasm at record levels. stock market at an all-time high. that doesn't just happen!,2017-08-03,15561,78811,market,0.233,0.0,0.767,0.7263
"i love the white house, one of the most beautiful buildings (homes) i have ever seen. but fake news said i called it a dump - totally untrue",2017-08-03,30821,131044,build,0.164,0.238,0.598,-0.5193
i campaigned on creating a merit-based immigration system that protects u.s. workers &amp; taxpayers. watch:… https://t.co/b8yiifgy3d,2017-08-02,19068,74546,tax,0.273,0.0,0.727,0.5423
"""corporations have never made as much money as they are making now."" thank you stuart varney @foxandfriends jobs are starting to roar,watch!",2017-08-01,16011,75905,jobs,0.117,0.0,0.883,0.4199
"""corporations have never made as much money as they are making now."" thank you stuart varney @foxandfriends jobs are starting to roar,watch!",2017-08-01,16011,75905,jobs,0.117,0.0,0.883,0.4199
"stock market could hit all-time high (again) 22,000 today. was 18,000 only 6 months ago on election day. mainstream media seldom mentions!",2017-08-01,22025,102251,market,0.0,0.0,1.0,0.0
"stock market could hit all-time high (again) 22,000 today. was 18,000 only 6 months ago on election day. mainstream media seldom mentions!",2017-08-01,22025,102251,stock,0.0,0.0,1.0,0.0
"stock market could hit all-time high (again) 22,000 today. was 18,000 only 6 months ago on election day. mainstream media seldom mentions!",2017-08-01,22025,102251,market,0.0,0.0,1.0,0.0
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28799,120615,market,0.192,0.341,0.467,-0.6239
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28799,120615,stock,0.192,0.341,0.467,-0.6239
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28799,120615,market,0.192,0.341,0.467,-0.6239
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28799,120615,unemployment,0.192,0.341,0.467,-0.6239
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28799,120615,wages,0.192,0.341,0.467,-0.6239
"...they do nothing for us with north korea, just talk. we will no longer allow this to continue. china could easily solve this problem!",2017-07-29,22555,93722,china,0.211,0.162,0.627,0.126
"i am very disappointed in china. our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet...",2017-07-29,24839,95941,china,0.0,0.207,0.793,-0.6697
"i am very disappointed in china. our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet...",2017-07-29,24839,95941,trade,0.0,0.207,0.793,-0.6697
u.s. stock market up almost 20% since election!,2017-07-29,21077,101461,market,0.0,0.0,1.0,0.0
u.s. stock market up almost 20% since election!,2017-07-29,21077,101461,stock,0.0,0.0,1.0,0.0
u.s. stock market up almost 20% since election!,2017-07-29,21077,101461,market,0.0,0.0,1.0,0.0
"in other words, russia was against trump in the 2016 election - and why not, i want strong military &amp; low oil price… https://t.co/25rq0uiqcb",2017-07-29,17929,61238,price,0.0,0.241,0.759,-0.6154
"thank you foxconn, for investing $10 billion dollars with the potential for up to 13k new jobs in wisconsin! madein… https://t.co/rm5cwyqzkz",2017-07-27,20062,87290,jobs,0.122,0.0,0.878,0.4199
"thank you foxconn, for investing $10 billion dollars with the potential for up to 13k new jobs in wisconsin! madein… https://t.co/rm5cwyqzkz",2017-07-27,20062,87290,jobs,0.122,0.0,0.878,0.4199
"joint press conference with prime minister saad hariri of lebanon beginning shortly. join us live!
➡️… https://t.co/vuywdfhvez",2017-07-25,4348,25505,ban,0.135,0.0,0.865,0.3595
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11778,48944,market,0.0,0.0,1.0,0.0
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11778,48944,market,0.0,0.0,1.0,0.0
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11778,48944,jobs,0.0,0.0,1.0,0.0
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11778,48944,jobs,0.0,0.0,1.0,0.0
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11778,48944,labor,0.0,0.0,1.0,0.0
working on major trade deal with the united kingdom. could be very big &amp; exciting. jobs! the e.u. is very protectionist with the u.s. stop!,2017-07-25,15485,66824,jobs,0.221,0.071,0.709,0.6856
working on major trade deal with the united kingdom. could be very big &amp; exciting. jobs! the e.u. is very protectionist with the u.s. stop!,2017-07-25,15485,66824,trade,0.221,0.071,0.709,0.6856
working on major trade deal with the united kingdom. could be very big &amp; exciting. jobs! the e.u. is very protectionist with the u.s. stop!,2017-07-25,15485,66824,jobs,0.221,0.071,0.709,0.6856
is fake news washington post being used as a lobbyist weapon against congress to keep politicians from looking into amazon no-tax monopoly?,2017-07-25,16145,59202,tax,0.068,0.212,0.72,-0.5574
so many stories about me in the @washingtonpost are fake news. they are as bad as ratings challenged @cnn. lobbyist for amazon and taxes?,2017-07-25,12442,52536,tax,0.057,0.269,0.673,-0.743
"arriving at joint base andrews with @secretaryperry, @secretaryzinke, and @secpricemd..... https://t.co/yxm94xktuv",2017-07-24,10089,43791,price,0.0,0.0,1.0,0.0
"thank you to @loudobbs for giving the first six months of the trump administration an a+. s.c.,reg cutting,stock m, jobs,border etc. = true!",2017-07-24,19215,79693,stock,0.296,0.0,0.704,0.7901
"thank you to @loudobbs for giving the first six months of the trump administration an a+. s.c.,reg cutting,stock m, jobs,border etc. = true!",2017-07-24,19215,79693,jobs,0.296,0.0,0.704,0.7901
"thank you to @loudobbs for giving the first six months of the trump administration an a+. s.c.,reg cutting,stock m, jobs,border etc. = true!",2017-07-24,19215,79693,jobs,0.296,0.0,0.704,0.7901
"the republican senators must step up to the plate and, after 7 years, vote to repeal and replace. next, tax reform and infrastructure. win!",2017-07-22,18517,81818,tax,0.157,0.0,0.843,0.6239
"billions of dollars in investments &amp; thousands of new jobs in america! an initiative via corning, merck &amp; pfizer:… https://t.co/0zs8hmjcom",2017-07-21,13110,56627,jobs,0.0,0.0,1.0,0.0
"billions of dollars in investments &amp; thousands of new jobs in america! an initiative via corning, merck &amp; pfizer:… https://t.co/0zs8hmjcom",2017-07-21,13110,56627,jobs,0.0,0.0,1.0,0.0
rt @foxnews: u.s. markets since election. https://t.co/rlwst30gud,2017-07-19,10726,0,market,0.0,0.0,1.0,0.0
rt @foxnews: u.s. markets since election. https://t.co/rlwst30gud,2017-07-19,10726,0,market,0.0,0.0,1.0,0.0
"heading back to washington, d.c. much will be accomplished this week on trade, the military and security!",2017-07-17,14898,85301,trade,0.272,0.0,0.728,0.68
"just got to the #uswomensopen in bedminster, new jersey. people are really happy with record high stock market - up over 17% since election!",2017-07-15,10821,63111,market,0.163,0.0,0.837,0.6468
"just got to the #uswomensopen in bedminster, new jersey. people are really happy with record high stock market - up over 17% since election!",2017-07-15,10821,63111,stock,0.163,0.0,0.837,0.6468
"just got to the #uswomensopen in bedminster, new jersey. people are really happy with record high stock market - up over 17% since election!",2017-07-15,10821,63111,market,0.163,0.0,0.837,0.6468
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17508,82695,market,0.227,0.0,0.773,0.6799
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17508,82695,stock,0.227,0.0,0.773,0.6799
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17508,82695,market,0.227,0.0,0.773,0.6799
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17508,82695,jobs,0.227,0.0,0.773,0.6799
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17508,82695,jobs,0.227,0.0,0.773,0.6799
stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,2017-07-15,15411,81506,market,0.198,0.0,0.802,0.6892
stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,2017-07-15,15411,81506,stock,0.198,0.0,0.802,0.6892
stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,2017-07-15,15411,81506,market,0.198,0.0,0.802,0.6892
stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,2017-07-15,15411,81506,trade,0.198,0.0,0.802,0.6892
"great conversations with president @emmanuelmacron and his representatives on trade, military and security.",2017-07-14,8656,48507,trade,0.371,0.0,0.629,0.7579
big win today for building the wall. it will secure the border &amp; save lives. now the full house &amp; senate must act!… https://t.co/duzcyhyck8,2017-07-12,20109,66717,build,0.316,0.0,0.684,0.8655
"jobs, jobs, jobs! #maga🇺🇸 https://t.co/hscs4y9zjk",2017-07-12,21957,76772,jobs,0.0,0.0,1.0,0.0
"jobs, jobs, jobs! #maga🇺🇸 https://t.co/hscs4y9zjk",2017-07-12,21957,76772,jobs,0.0,0.0,1.0,0.0
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14990,62246,market,0.476,0.0,0.524,0.9136
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14990,62246,stock,0.476,0.0,0.524,0.9136
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14990,62246,market,0.476,0.0,0.524,0.9136
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14990,62246,jobs,0.476,0.0,0.524,0.9136
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14990,62246,jobs,0.476,0.0,0.524,0.9136
"""after 14 years, u.s. beef hits chinese market. trade deal an exciting opportunity for agriculture."" https://t.co/gdggejqfms",2017-07-12,16712,66346,market,0.3,0.0,0.7,0.7184
"""after 14 years, u.s. beef hits chinese market. trade deal an exciting opportunity for agriculture."" https://t.co/gdggejqfms",2017-07-12,16712,66346,market,0.3,0.0,0.7,0.7184
"""after 14 years, u.s. beef hits chinese market. trade deal an exciting opportunity for agriculture."" https://t.co/gdggejqfms",2017-07-12,16712,66346,trade,0.3,0.0,0.7,0.7184
"the w.h. is functioning perfectly, focused on healthcare, tax cuts/reform &amp; many other things. i have very little time for watching t.v.",2017-07-12,19518,94429,tax,0.264,0.0,0.736,0.7783
"rt @foxandfriends: fox news alert: u.s. flexes its defense muscles, destroys incoming test missile off coast of alaska https://t.co/gdpnc6a…",2017-07-11,10338,0,missile,0.159,0.155,0.687,-0.2263
sanctions were not discussed at my meeting with president putin. nothing will be done until the ukrainian &amp; syrian problems are solved!,2017-07-09,18512,78631,sanctions,0.084,0.119,0.797,-0.2244
the g 20 summit was a great success for the u.s. - explained that the u.s. must fix the many bad trade deals it has made. will get done!,2017-07-09,15962,77167,trade,0.234,0.101,0.665,0.68
"leaving hamburg for washington, d.c. and the wh. just left china’s president xi where we had an excellent meeting on trade &amp; north korea.",2017-07-08,17103,93315,china,0.139,0.0,0.861,0.5719
"leaving hamburg for washington, d.c. and the wh. just left china’s president xi where we had an excellent meeting on trade &amp; north korea.",2017-07-08,17103,93315,trade,0.139,0.0,0.861,0.5719
trade between china and north korea grew almost 40% in the first quarter. so much for china working with us - but we had to give it a try!,2017-07-05,22884,96346,china,0.0,0.0,1.0,0.0
trade between china and north korea grew almost 40% in the first quarter. so much for china working with us - but we had to give it a try!,2017-07-05,22884,96346,trade,0.0,0.0,1.0,0.0
the united states made some of the worst trade deals in world history.why should we continue these deals with countries that do not help us?,2017-07-05,25153,122291,trade,0.09,0.204,0.706,-0.5511
gas prices are the lowest in the u.s. in over ten years! i would like to see them go even lower.,2017-07-04,29571,154281,price,0.102,0.207,0.691,-0.3802
....and japan will put up with this much longer. perhaps china will put a heavy move on north korea and end this nonsense once and for all!,2017-07-04,28145,109484,china,0.0,0.12,0.88,-0.5294
north korea has just launched another missile. does this guy have anything better to do with his life? hard to believe that south korea.....,2017-07-04,47337,140014,missile,0.164,0.052,0.784,0.4588
"rt @jacobawohl: @realdonaldtrump when obama was president, the #msm loved talking about stock market rallies! now they barely mention new a…",2017-07-04,17473,0,market,0.173,0.0,0.827,0.636
"rt @jacobawohl: @realdonaldtrump when obama was president, the #msm loved talking about stock market rallies! now they barely mention new a…",2017-07-04,17473,0,stock,0.173,0.0,0.827,0.636
"rt @jacobawohl: @realdonaldtrump when obama was president, the #msm loved talking about stock market rallies! now they barely mention new a…",2017-07-04,17473,0,market,0.173,0.0,0.827,0.636
"really great numbers on jobs &amp; the economy! things are starting to kick in now, and we have just begun! don't like steel &amp; aluminum dumping!",2017-07-03,18842,90888,jobs,0.134,0.162,0.704,0.4327
"really great numbers on jobs &amp; the economy! things are starting to kick in now, and we have just begun! don't like steel &amp; aluminum dumping!",2017-07-03,18842,90888,economy,0.134,0.162,0.704,0.4327
"really great numbers on jobs &amp; the economy! things are starting to kick in now, and we have just begun! don't like steel &amp; aluminum dumping!",2017-07-03,18842,90888,jobs,0.134,0.162,0.704,0.4327
"at some point the fake news will be forced to discuss our great jobs numbers, strong economy, success with isis, the border &amp; so much else!",2017-07-03,29340,124131,jobs,0.296,0.158,0.546,0.7424
"at some point the fake news will be forced to discuss our great jobs numbers, strong economy, success with isis, the border &amp; so much else!",2017-07-03,29340,124131,economy,0.296,0.158,0.546,0.7424
"at some point the fake news will be forced to discuss our great jobs numbers, strong economy, success with isis, the border &amp; so much else!",2017-07-03,29340,124131,jobs,0.296,0.158,0.546,0.7424
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29838,128715,market,0.0,0.275,0.725,-0.7891
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29838,128715,stock,0.0,0.275,0.725,-0.7891
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29838,128715,market,0.0,0.275,0.725,-0.7891
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29838,128715,unemployment,0.0,0.275,0.725,-0.7891
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29838,128715,wages,0.0,0.275,0.725,-0.7891
just finished a very good meeting with the president of south korea. many subjects discussed including north korea and new trade deal!,2017-06-30,18491,87479,trade,0.148,0.0,0.852,0.54
our new american energy policy will unlock millions of jobs &amp; trillions in wealth. we are on the cusp of a true ene… https://t.co/w5y7uxzssd,2017-06-29,17663,73626,jobs,0.288,0.0,0.712,0.7964
our new american energy policy will unlock millions of jobs &amp; trillions in wealth. we are on the cusp of a true ene… https://t.co/w5y7uxzssd,2017-06-29,17663,73626,jobs,0.288,0.0,0.712,0.7964
"when it comes to the future of america’s energy needs, we will find it, we will dream it, and we will build it.… https://t.co/m0hmpbuz6c",2017-06-29,11387,52580,build,0.157,0.0,0.843,0.4767
"the #amazonwashingtonpost, sometimes referred to as the guardian of amazon not paying internet taxes (which they should) is fake news!",2017-06-28,12420,51301,tax,0.074,0.147,0.779,-0.4003
.@flotus &amp; i were honored to host our first wh congressional picnic. a wonderful evening &amp; tradition. @marineband:… https://t.co/h5l4mywmam,2017-06-23,9628,51815,ban,0.333,0.0,0.667,0.8176
"mexico was just ranked the second deadliest country in the world, after only syria. drug trade is largely the cause. we will build the wall!",2017-06-22,41225,134726,trade,0.0,0.0,1.0,0.0
"mexico was just ranked the second deadliest country in the world, after only syria. drug trade is largely the cause. we will build the wall!",2017-06-22,41225,134726,build,0.0,0.0,1.0,0.0
"democrats would do much better as a party if they got together with republicans on healthcare,tax cuts,security. obstruction doesn't work!",2017-06-21,26646,111167,tax,0.257,0.0,0.743,0.7088
"while i greatly appreciate the efforts of president xi &amp; china to help with north korea, it has not worked out. at least i know china tried!",2017-06-20,17137,78317,china,0.206,0.0,0.794,0.7171
"karen handel for congress. she will fight for lower taxes, great healthcare strong security-a hard worker who will never give up! vote today",2017-06-20,20034,77560,tax,0.241,0.194,0.564,0.5411
"democrat jon ossoff, who wants to raise your taxes to the highest level and is weak on crime and security, doesn't even live in district.",2017-06-20,18080,66387,tax,0.078,0.208,0.714,-0.6124
"big day tomorrow in georgia and south carolina. obamacare is dead. dems want to raise taxes big! they can only obstruct, no ideas. vote ""r""",2017-06-20,19454,77550,tax,0.043,0.226,0.731,-0.7574
"....because he doesn't even live there! he wants to raise taxes and kill healthcare. on tuesday, #votekarenhandel.",2017-06-19,10092,41193,tax,0.0,0.238,0.762,-0.7177
"ralph norman, who is running for congress in sc's 5th district, will be a fantastic help to me in cutting taxes, and....",2017-06-19,12286,50535,tax,0.244,0.058,0.698,0.7003
"the dems want to stop tax cuts, good healthcare and border security.their obamacare is dead with 100% increases in p's. vote now for karen h",2017-06-19,21598,80234,tax,0.132,0.273,0.596,-0.6705
"...massive regulation cuts, 36 new legislative bills signed, great new s.c.justice, and infrastructure, healthcare and tax cuts in works!",2017-06-18,16991,84451,tax,0.165,0.189,0.645,0.2481
"the make america great again agenda is doing very well despite the distraction of the witch hunt. many new jobs, high business enthusiasm,..",2017-06-18,20057,96711,jobs,0.288,0.083,0.63,0.7333
"the make america great again agenda is doing very well despite the distraction of the witch hunt. many new jobs, high business enthusiasm,..",2017-06-18,20057,96711,jobs,0.288,0.083,0.63,0.7333
