Tweet,Date,Retweets,Likes
"thank you! 

“trump’s defining speech” 
wsj editorial: https://t.co/yudgvfrror https://t.co/t0r4u4ihdj",Fri Jul 07 21:56:53 +0000 2017,15235,64524
i will represent our country well and fight for its interests! fake news media will never cover me accurately but who cares! we will #maga!,Fri Jul 07 07:44:07 +0000 2017,31849,128967
"i look forward to all meetings today with world leaders, including my meeting with vladimir putin. much to discuss.
#g20summit #usa🇺🇸",Fri Jul 07 07:42:37 +0000 2017,18061,91288
everyone here is talking about why john podesta refused to give the dnc server to the fbi and the cia. disgraceful!,Fri Jul 07 07:40:42 +0000 2017,31342,112094
after poland had a great meeting with chancellor merkel and then with pm shinzō abe of japan &amp; president moon of south korea.,Fri Jul 07 07:07:20 +0000 2017,12527,72185
"my experience yesterday in poland was a great one. thank you to everyone, including the haters, for the great reviews of the speech!",Fri Jul 07 06:59:02 +0000 2017,24304,121972
"a strong poland is a blessing to the nations of europe, and a strong europe is a blessing to the west, and to the w… https://t.co/u8fc7sqawa",Thu Jul 06 20:45:21 +0000 2017,30144,111200
the west will never be broken. our values will prevail. our people will thrive and our civilization will triumph! https://t.co/sozuvgdp5t,Thu Jul 06 17:21:18 +0000 2017,34933,126435
america is proud to stand shoulder-to-shoulder with poland in the fight to eradicate the evils of terrorism and ext… https://t.co/kkcs2dt4yy,Thu Jul 06 16:02:25 +0000 2017,21381,86591
"on behalf of @flotus melania and myself, thank you poland!🇺🇸🇵🇱
#icymi, watch here➡️ https://t.co/copvxnn8yg… https://t.co/iggw5tcztg",Thu Jul 06 14:02:13 +0000 2017,19089,81733
congratulations to the dedicated professionals of the usss as they celebrate their 152nd anniversary. thank you! ➡️… https://t.co/0is0sheie4,Wed Jul 05 23:23:42 +0000 2017,13763,72251
trade between china and north korea grew almost 40% in the first quarter. so much for china working with us - but we had to give it a try!,Wed Jul 05 11:21:23 +0000 2017,22900,96408
the united states made some of the worst trade deals in world history.why should we continue these deals with countries that do not help us?,Wed Jul 05 11:14:11 +0000 2017,25165,122369
"getting ready to leave for poland, after which i will travel to germany for the g-20. will be back on saturday.",Wed Jul 05 10:51:59 +0000 2017,15082,90591
#happyindependenceday #usa🇺🇸 https://t.co/9pfqnrsh1z,Wed Jul 05 02:19:23 +0000 2017,44448,195196
gas prices are the lowest in the u.s. in over ten years! i would like to see them go even lower.,Tue Jul 04 19:55:28 +0000 2017,29602,154381
getting ready to celebrate the 4th of july with a big crowd at the white house. happy 4th to everyone. our country will grow and prosper!,Tue Jul 04 19:49:16 +0000 2017,23851,131317
"#happyindependenceday 
#july4 #usa🇺🇸 https://t.co/nsfslpefrp",Tue Jul 04 10:38:40 +0000 2017,28983,110617
....and japan will put up with this much longer. perhaps china will put a heavy move on north korea and end this nonsense once and for all!,Tue Jul 04 02:24:39 +0000 2017,28176,109545
north korea has just launched another missile. does this guy have anything better to do with his life? hard to believe that south korea.....,Tue Jul 04 02:19:02 +0000 2017,47403,140096
"rt @jacobawohl: @realdonaldtrump when obama was president, the #msm loved talking about stock market rallies! now they barely mention new a…",Tue Jul 04 01:33:50 +0000 2017,17475,0
dow hit a new intraday all-time high! i wonder whether or not the fake news media will so report?,Mon Jul 03 21:10:25 +0000 2017,23404,107621
"really great numbers on jobs &amp; the economy! things are starting to kick in now, and we have just begun! don't like steel &amp; aluminum dumping!",Mon Jul 03 20:54:08 +0000 2017,18860,90953
thank you to shawn steel for the nice words on @foxnews.,Mon Jul 03 20:44:27 +0000 2017,8970,58248
"rt @reince: with a strong candidate in @potus &amp; @gop revolutionary data program, republicans carried wi for 1st time in 30 years
https://t.…",Mon Jul 03 19:38:06 +0000 2017,8548,0
"if we can help little #charliegard, as per our friends in the u.k. and the pope, we would be delighted to do so.",Mon Jul 03 14:00:21 +0000 2017,34462,115924
"at some point the fake news will be forced to discuss our great jobs numbers, strong economy, success with isis, the border &amp; so much else!",Mon Jul 03 12:10:44 +0000 2017,29369,124201
will be speaking with italy this morning!,Mon Jul 03 11:38:20 +0000 2017,11161,69793
spoke yesterday with the king of saudi arabia about peace in the middle-east. interesting things are happening!,Mon Jul 03 11:19:08 +0000 2017,21053,81328
will be speaking with germany and france this morning.,Mon Jul 03 11:00:56 +0000 2017,10622,65884
"america's men &amp; women in uniform is the story of freedom overcoming oppression, the strong protecting the weak, &amp; g… https://t.co/lttpgsp3fc",Mon Jul 03 02:13:07 +0000 2017,24493,99424
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",Sun Jul 02 23:55:23 +0000 2017,29866,128787
the dishonest media will never keep us from accomplishing our objectives on behalf of our great american people!… https://t.co/ewnwceugmv,Sun Jul 02 20:04:24 +0000 2017,26491,104748
#fraudnewscnn #fnn https://t.co/wyunhjjujg,Sun Jul 02 13:21:42 +0000 2017,345780,570797
"we will always take care of our great veterans. you have shed your blood, poured your love, and bared your soul, in… https://t.co/btpuerxlor",Sun Jul 02 04:47:04 +0000 2017,28416,123034
my use of social media is not presidential - it’s modern day presidential. make america great again!,Sat Jul 01 22:41:58 +0000 2017,52384,186992
i am thinking about changing the name #fakenews cnn to #fraudnewscnn!,Sat Jul 01 22:08:37 +0000 2017,28676,114067
"....the 2016 election with interviews, speeches and social media. i had to beat #fakenews, and did. we will continue to win!",Sat Jul 01 22:02:27 +0000 2017,17011,83868
"the fake &amp; fraudulent news media is working hard to convince republicans and others i should not use social media - but remember, i won....",Sat Jul 01 22:02:12 +0000 2017,27747,122162
getting rdy to leave for tonight's celebrate freedom concert honoring our great veterans w/ so many of my evangelic… https://t.co/shftaomjry,Sat Jul 01 21:38:32 +0000 2017,10705,59344
"weekly address🇺🇸 #kateslaw
#nosanctuaryforcriminalsact
statement: https://t.co/i8cqkgdk2b https://t.co/00mao6vk7r",Sat Jul 01 21:01:20 +0000 2017,10739,47677
"crazy joe scarborough and dumb as a rock mika are not bad people, but their low rated show is dominated by their nbc bosses. too bad!",Sat Jul 01 13:20:35 +0000 2017,22396,95090
i am extremely pleased to see that @cnn has finally been exposed as #fakenews and garbage journalism. it's about time!,Sat Jul 01 13:12:40 +0000 2017,38383,141832
numerous states are refusing to give information to the very distinguished voter fraud panel. what are they trying to hide?,Sat Jul 01 13:07:05 +0000 2017,30102,103917
word is that @greta van susteren was let go by her out of control bosses at @nbc &amp; @comcast because she refused to go along w/ 'trump hate!',Sat Jul 01 12:59:52 +0000 2017,19049,75182
happy canada day to all of the great people of canada and to your prime minister and my new found friend @justintrudeau. #canada150,Sat Jul 01 12:44:23 +0000 2017,15283,74772
america will think big once again. we will inspire millions of children to carry on the proud tradition of american… https://t.co/hzcmp5csjc,Fri Jun 30 22:43:58 +0000 2017,18385,81176
the era of strategic patience with the north korea regime has failed. that patience is over. we are working closely… https://t.co/mxn04v2yn4,Fri Jun 30 20:55:44 +0000 2017,16698,68762
"i am encouraged by president moon's assurances that he will work to level the playing field for american workers, b… https://t.co/duzh6amjjs",Fri Jun 30 18:19:13 +0000 2017,11696,54564
watched low rated @morning_joe for first time in long time. fake news. he called me to stop a national enquirer article. i said no! bad show,Fri Jun 30 12:55:08 +0000 2017,18016,78435
crime and killings in chicago have reached such epidemic proportions that i am sending in federal help. 1714 shootings in chicago this year!,Fri Jun 30 10:48:38 +0000 2017,30333,112928
"if republican senators are unable to pass what they are working on now, they should immediately repeal, and then replace at a later date!",Fri Jun 30 10:37:57 +0000 2017,23258,88247
just finished a very good meeting with the president of south korea. many subjects discussed including north korea and new trade deal!,Fri Jun 30 01:44:01 +0000 2017,18499,87536
our new american energy policy will unlock millions of jobs &amp; trillions in wealth. we are on the cusp of a true ene… https://t.co/w5y7uxzssd,Thu Jun 29 23:10:47 +0000 2017,17678,73672
"when it comes to the future of america’s energy needs, we will find it, we will dream it, and we will build it.… https://t.co/m0hmpbuz6c",Thu Jun 29 23:09:01 +0000 2017,11394,52617
statement on house passage of kate’s law and no sanctuary for criminals act. https://t.co/upry9xgk5a,Thu Jun 29 22:53:49 +0000 2017,11893,54388
good news out of the house with the passing of 'no sanctuary for criminals act.' hopefully senate will follow.,Thu Jun 29 22:28:23 +0000 2017,19359,89122
"good news, house just passed #kateslaw. hopefully senate will follow.",Thu Jun 29 21:37:02 +0000 2017,21659,95692
"""mattis says trump’s warning stopped chemical weapons attack in syria"" https://t.co/xl9llnkh8i",Thu Jun 29 21:13:22 +0000 2017,13877,56481
"join me live with @vp, @secretaryperry, @secretaryzinke and @epascottpruitt. 
#unleashingamericanenergy
https://t.co/hlm7f2bqd9",Thu Jun 29 19:31:13 +0000 2017,4719,28342
"make america safe again!

#nosanctuaryforcriminalsact 
#kateslaw #saveamericanlives 

https://t.co/jbn4hpjqjs",Thu Jun 29 18:13:16 +0000 2017,14419,61738
"today, the house votes on two crucial bills:
☑️#nosanctuaryforcriminalsact 
☑️#kateslaw 
☑️pass these bills &amp; lets… https://t.co/4n2c0oxmve",Thu Jun 29 16:53:44 +0000 2017,18735,71328
"...to mar-a-lago 3 nights in a row around new year's eve, and insisted on joining me. she was bleeding badly from a face-lift. i said no!",Thu Jun 29 12:58:23 +0000 2017,19068,74602
"i heard poorly rated @morning_joe speaks badly of me (don't watch anymore). then how come low i.q. crazy mika, along with psycho joe, came..",Thu Jun 29 12:52:17 +0000 2017,20137,78092
new sugar deal negotiated with mexico is a very good one for both mexico and the u.s. had no deal for many years which hurt u.s. badly.,Thu Jun 29 12:27:35 +0000 2017,16911,79232
tomorrow the house votes on #kateslaw &amp; no sanctuary for criminals act. lawmakers must vote to put american safety… https://t.co/p3vd8ixxad,Thu Jun 29 01:51:18 +0000 2017,20139,78603
"from my first day in office, we’ve taken swift action to lift the crushing restrictions on american energy. remarks… https://t.co/vboeubd59k",Wed Jun 28 22:32:47 +0000 2017,11123,52632
democrats purposely misstated medicaid under new senate bill - actually goes up. https://t.co/necct4k6uh,Wed Jun 28 21:26:27 +0000 2017,15497,48162
"today, i hosted an immigration roundtable ahead of two votes taking place in congress tomorrow. watch and read more… https://t.co/5k8wzw1t68",Wed Jun 28 21:15:37 +0000 2017,8036,37595
it was my great honor to welcome the 2016 world series champion chicago @cubs ⚾️ to the @whitehouse this afternoon.… https://t.co/gvphj9hzdv,Wed Jun 28 21:06:39 +0000 2017,13289,71442
"#icymi- on monday, i had the great honor of welcoming india's prime minister @narendramodi to the wh. full remarks:… https://t.co/7iiqeh7xxv",Wed Jun 28 20:19:38 +0000 2017,10366,43246
"the #amazonwashingtonpost, sometimes referred to as the guardian of amazon not paying internet taxes (which they should) is fake news!",Wed Jun 28 13:06:14 +0000 2017,12429,51334
rt @foxandfriends: happening today: house to vote on immigration bills including 'kate’s law' and 'no sanctuary for criminals act' https://…,Wed Jun 28 11:03:33 +0000 2017,11843,0
"some of the fake news media likes to say that i am not totally engaged in healthcare. wrong, i know the subject well &amp; want victory for u.s.",Wed Jun 28 10:58:59 +0000 2017,18108,86407
the failing @nytimes writes false story after false story about me. they don't even call to verify the facts of a story. a fake news joke!,Wed Jun 28 10:49:22 +0000 2017,19196,80129
"i just finished a great meeting with the republican senators concerning healthcare. they really want to get it right, unlike ocare!",Tue Jun 27 22:27:48 +0000 2017,16819,87437
"with zero democrats to help, and a failed, expensive and dangerous obamacare as the dems legacy, the republican senators are working hard!",Tue Jun 27 22:22:55 +0000 2017,14601,74772
"so they caught fake news cnn cold, but what about nbc, cbs &amp; abc? what about the failing @nytimes &amp; @washingtonpost? they are all fake news!",Tue Jun 27 12:47:17 +0000 2017,31093,105256
fake news cnn is looking at big management changes now that they got caught falsely pushing their phony russian stories. ratings way down!,Tue Jun 27 12:30:38 +0000 2017,30783,114164
"rt @ericbolling: good morning friends!  ""the swamp"" out today.  president trump has a copy... get yours here https://t.co/tntlpnccjr. #maga…",Tue Jun 27 11:32:15 +0000 2017,6514,0
rt @foxandfriends: president trump officially nominates former assistant attorney general christopher wray to head the fbi https://t.co/ld7…,Tue Jun 27 11:23:35 +0000 2017,7978,0
rt @foxandfriends: another dem 'queasy' over claim of loretta lynch meddling in clinton case https://t.co/wdq9mduxoo,Tue Jun 27 11:19:39 +0000 2017,6580,0
rt @foxandfriends: hannity: russia allegations 'boomeranging back' on democrats https://t.co/lvdrpxpcp9,Tue Jun 27 11:00:53 +0000 2017,7817,0
rt @foxandfriends: mark levin: the collusion is among the democrats https://t.co/qrca7r01bi,Tue Jun 27 11:00:07 +0000 2017,6484,0
rt @jefftutorials: @realdonaldtrump  https://t.co/6sdcyiw4kt,Tue Jun 27 10:46:02 +0000 2017,10621,0
"wow, cnn had to retract big story on ""russia,"" with 3 employees forced to resign. what about all the other phony stories they do? fake news!",Tue Jun 27 10:33:42 +0000 2017,31736,117191
"great day for america's future security and safety, courtesy of the u.s. supreme court. i will keep fighting for the american people, &amp; win!",Tue Jun 27 02:31:16 +0000 2017,22720,104462
"from @foxnews ""bombshell: in 2016, obama dismissed idea that anyone could rig an american election.""  check out his statement - witch hunt!",Tue Jun 27 02:24:30 +0000 2017,17334,69513
"rt @whitehouse: fact: when #obamacare was signed, cbo estimated that 23m would be covered in 2017. they were off by 100%. only 10.3m people…",Tue Jun 27 01:30:15 +0000 2017,11296,0
very grateful for the 9-o decision from the u. s. supreme court. we must keep america safe!,Mon Jun 26 18:25:18 +0000 2017,33280,132046
"rt @whitehouse: today @potus will welcome the prime minister of india, @narendramodi, to the white house. https://t.co/mii1ifmdan",Mon Jun 26 18:16:47 +0000 2017,9365,0
rt @whitehouse: #obamacare has led to higher costs and fewer health insurance options for millions of americans. it has failed the american…,Mon Jun 26 18:16:24 +0000 2017,9088,0
"republican senators are working very hard to get there, with no help from the democrats. not easy! perhaps just let ocare crash &amp; burn!",Mon Jun 26 13:14:24 +0000 2017,14608,67886
"..under a magnifying glass, they have zero ""tapes"" of t people colluding. there is no collusion &amp; no obstruction. i should be given apology!",Mon Jun 26 13:05:01 +0000 2017,18397,82615
the real story is that president obama did nothing after being informed in august about russian meddling. with 4 months looking at russia...,Mon Jun 26 12:59:31 +0000 2017,18161,72197
"...and did not want to ""rock the boat."" he didn't ""choke,"" he colluded or obstructed, and it did the dems and crooked hillary no good.",Mon Jun 26 12:50:15 +0000 2017,15217,67648
the reason that president obama did nothing about russia after being notified by the cia of meddling is that he expected clinton would win..,Mon Jun 26 12:37:16 +0000 2017,23750,87388
"the democrats have become nothing but obstructionists, they have no policies or ideas. all they do is delay and complain.they own obamacare!",Mon Jun 26 12:30:12 +0000 2017,19384,78751
hillary clinton colluded with the democratic party in order to beat crazy bernie sanders. is she allowed to so collude? unfair to bernie!,Sun Jun 25 12:00:37 +0000 2017,25219,101076
make america great again!,Sat Jun 24 21:23:52 +0000 2017,43568,153524
i cannot imagine that these very fine republican senators would allow the american people to suffer a broken obamacare any longer!,Sat Jun 24 20:50:56 +0000 2017,18522,82349
"obama administration official said they ""choked"" when it came to acting on russian meddling of election. they didn't want to hurt hillary?",Sat Jun 24 20:44:36 +0000 2017,21851,83559
"since the obama administration was told way before the 2016 election that the russians were meddling, why no action? focus on them, not t!",Sat Jun 24 20:28:46 +0000 2017,20326,84240
"democrats slam gop healthcare proposal as obamacare premiums &amp; deductibles increase by over 100%. remember keep your doctor, keep your plan?",Sat Jun 24 12:51:33 +0000 2017,19747,77066
just out: the obama administration knew far in advance of november 8th about election meddling by russia. did nothing about it. why?,Sat Jun 24 00:43:48 +0000 2017,29094,98241
weekly address🇺🇸 https://t.co/p1f12i9gvt,Fri Jun 23 21:32:29 +0000 2017,11610,47157
"today, it was a tremendous honor for me to sign the #vaaccountability act into law, delivering my campaign promise… https://t.co/g0k8nfwqnj",Fri Jun 23 19:56:29 +0000 2017,15876,69926
"i've helped pass and signed 38 legislative bills, mostly with no democratic support, and gotten rid of massive amounts of regulations. nice!",Fri Jun 23 10:39:50 +0000 2017,24132,115103
will be on @foxandfriends. enjoy!,Fri Jun 23 10:07:50 +0000 2017,6198,46876
rt @foxandfriends: potus the predictor? president trump foretold housing upswing in 2012 https://t.co/n3lmdzktk1,Fri Jun 23 03:02:26 +0000 2017,4441,0
.@flotus &amp; i were honored to host our first wh congressional picnic. a wonderful evening &amp; tradition. @marineband:… https://t.co/h5l4mywmam,Fri Jun 23 02:33:37 +0000 2017,9629,51846
we're all thinking of you @stevescalise! #teamscalise https://t.co/yqf6exhm7x,Thu Jun 22 23:27:50 +0000 2017,11245,53640
"together, we are going to make america great again!
#americafirst🇺🇸 https://t.co/mvjbs44atr",Thu Jun 22 23:12:12 +0000 2017,12479,58608
"i am very supportive of the senate #healthcarebill. look forward to making it really special! remember, obamacare is dead.",Thu Jun 22 22:40:27 +0000 2017,10508,52653
"mexico was just ranked the second deadliest country in the world, after only syria. drug trade is largely the cause. we will build the wall!",Thu Jun 22 22:15:39 +0000 2017,41260,134822
"as promised, our campaign against the ms-13 gang continues. 

""@icegov busts 39 ms-13 members in new york operation""
https://t.co/ki41gxecmy",Thu Jun 22 21:49:07 +0000 2017,12217,48942
"...whether there are ""tapes"" or recordings of my conversations with james comey, but i did not make, and do not have, any such recordings.",Thu Jun 22 16:55:02 +0000 2017,12393,52574
"with all of the recently reported electronic surveillance, intercepts, unmasking and illegal leaking of information, i have no idea...",Thu Jun 22 16:54:50 +0000 2017,13689,60092
i certainly hope the democrats do not force nancy p out. that would be very bad for the republican party - and please let cryin' chuck stay!,Thu Jun 22 14:15:48 +0000 2017,24960,95354
"...why did the dnc refuse to turn over its server to the fbi, and still hasn't? it's all a big dem scam and excuse for losing the election!",Thu Jun 22 14:08:50 +0000 2017,23741,88114
...why did democratic national committee turn down the dhs offer to protect against hacks (long prior to election). it's all a big dem hoax!,Thu Jun 22 14:01:10 +0000 2017,18579,70881
"by the way, if russia was working so hard on the 2016 election, it all took place during the obama admin. why didn't they stop them?",Thu Jun 22 13:22:04 +0000 2017,24869,90404
former homeland security advisor jeh johnson is latest top intelligence official to state there was no grand scheme between trump &amp; russia.,Thu Jun 22 13:18:09 +0000 2017,18048,70195
great night in iowa - special people. thank you!,Thu Jun 22 11:11:25 +0000 2017,9625,64327
thank you kirkwood community college. heading to the u.s. cellular center now for an 8pme make america great again… https://t.co/n6ls32a6zn,Wed Jun 21 23:48:58 +0000 2017,8303,48830
just landed in iowa. see everyone soon! #maga🇺🇸,Wed Jun 21 23:04:54 +0000 2017,7774,58608
"democrats would do much better as a party if they got together with republicans on healthcare,tax cuts,security. obstruction doesn't work!",Wed Jun 21 10:32:46 +0000 2017,26669,111235
"well, the special elections are over and those that want to make america great again are 5 and o! all the fake news, all the money spent = 0",Wed Jun 21 03:48:37 +0000 2017,32961,124016
ralph norman ran a fantastic race to win in the great state of south carolina's 5th district. we are all honored by your success tonight!,Wed Jun 21 03:12:00 +0000 2017,14772,77965
"congratulations to karen handel on her big win in georgia 6th. fantastic job, we are all very proud of you!",Wed Jun 21 02:41:23 +0000 2017,23608,112897
"thank you @foxnews ""huge win for president trump and gop in georgia congressional special election.""",Wed Jun 21 02:33:40 +0000 2017,17423,86852
things are looking great for karen h!,Wed Jun 21 02:21:36 +0000 2017,9515,66050
"it was a great honor to welcome president petro poroshenko of ukraine to the @whitehouse today with @vp pence.
➡️… https://t.co/j1ulod6pyq",Wed Jun 21 01:42:59 +0000 2017,8644,44939
"while i greatly appreciate the efforts of president xi &amp; china to help with north korea, it has not worked out. at least i know china tried!",Tue Jun 20 18:38:11 +0000 2017,17135,78372
the u.s. once again condemns the brutality of the north korean regime as we mourn its latest victim. video: https://t.co/rvm11zbpk7,Tue Jun 20 16:41:10 +0000 2017,13746,60314
"karen handel for congress. she will fight for lower taxes, great healthcare strong security-a hard worker who will never give up! vote today",Tue Jun 20 10:02:06 +0000 2017,20047,77601
"rt @sheriffclarke: happy father's day to all dads. my dad. like father, like son, @realdonaldtrump supporters to the end. he an airborne ra…",Tue Jun 20 09:52:26 +0000 2017,11222,0
"democrat jon ossoff, who wants to raise your taxes to the highest level and is weak on crime and security, doesn't even live in district.",Tue Jun 20 09:49:50 +0000 2017,18087,66432
"big day tomorrow in georgia and south carolina. obamacare is dead. dems want to raise taxes big! they can only obstruct, no ideas. vote ""r""",Tue Jun 20 00:45:00 +0000 2017,19472,77607
rt @joegooding: what's happening in our country isn't just an assault on our @potus @realdonaldtrump it's an assault on the american people…,Mon Jun 19 23:57:48 +0000 2017,5698,0
"rt @foxnews: new poll shows @potus approval at 50 percent
https://t.co/frwlsvvxzq",Mon Jun 19 23:56:27 +0000 2017,8269,0
melania and i offer our deepest condolences to the family of otto warmbier. full statement: https://t.co/8kmca6ytfd https://t.co/ehrp4bijeb,Mon Jun 19 23:44:02 +0000 2017,16228,66936
"it was my great honor to welcome president @jc_varela &amp; mrs. varela from panama this afternoon.🇺🇸🇵🇦
➡️… https://t.co/770ojj2uyb",Mon Jun 19 21:53:56 +0000 2017,6758,36961
"....because he doesn't even live there! he wants to raise taxes and kill healthcare. on tuesday, #votekarenhandel.",Mon Jun 19 20:35:37 +0000 2017,10097,41229
karen handel's opponent in #ga06 can't even vote in the district he wants to represent....,Mon Jun 19 20:34:11 +0000 2017,15733,52964
....getting great border security and healthcare. #voteralphnorman tomorrow!,Mon Jun 19 20:27:27 +0000 2017,7789,38108
"ralph norman, who is running for congress in sc's 5th district, will be a fantastic help to me in cutting taxes, and....",Mon Jun 19 20:27:10 +0000 2017,12295,50574
my heartfelt thoughts and prayers are with the 7 @usnavy sailors of the #ussfitzgerald and their families. ➡️… https://t.co/l3u5c8iymh,Mon Jun 19 20:15:07 +0000 2017,11808,53230
"the dems want to stop tax cuts, good healthcare and border security.their obamacare is dead with 100% increases in p's. vote now for karen h",Mon Jun 19 12:27:01 +0000 2017,21613,80292
rt @whitehouse: happy father's day! https://t.co/32tfova4ov,Sun Jun 18 21:52:26 +0000 2017,7570,0
camp david is a very special place. an honor to have spent the weekend there. military runs it so well and are so proud of what they do!,Sun Jun 18 21:51:39 +0000 2017,17067,103350
"rt @donaldjtrumpjr: not surprising at all! 
father of otto warmbier: obama admin told us to keep quiet, trump admin brought him home  https…",Sun Jun 18 21:28:25 +0000 2017,17000,0
"rt @diamondandsilk: the media says:  the president should stop tweeting about russia. 
 well, why don't the media take their own advice &amp; s…",Sun Jun 18 21:07:12 +0000 2017,13639,0
"the new rasmussen poll, one of the most accurate in the 2016 election, just out with a trump 50% approval rating.that's higher than o's #'s!",Sun Jun 18 11:02:04 +0000 2017,21742,99077
"...massive regulation cuts, 36 new legislative bills signed, great new s.c.justice, and infrastructure, healthcare and tax cuts in works!",Sun Jun 18 10:46:35 +0000 2017,17002,84492
"the make america great again agenda is doing very well despite the distraction of the witch hunt. many new jobs, high business enthusiasm,..",Sun Jun 18 10:38:51 +0000 2017,20065,96759
thoughts and prayers with the sailors of uss fitzgerald and their families. thank you to our japanese allies for th… https://t.co/bbvmtfxvkk,Sat Jun 17 14:08:48 +0000 2017,19100,81272
rt @seanhannity: #hannity starts in 30 minutes with @newtgingrich and my monologue on the deep state’s allies in the media,Sat Jun 17 01:31:01 +0000 2017,5405,0
back from miami where my cuban/american friends are very happy with what i signed today. another campaign promise that i did not forget!,Sat Jun 17 01:30:08 +0000 2017,19845,99752
"""national security presidential memorandum on strengthening the policy of the united states toward cuba""
memorandum… https://t.co/rvr9dg2hxt",Fri Jun 16 22:32:20 +0000 2017,8876,41809
"""remarks by president trump on the policy of the u.s.a. towards cuba""
video: https://t.co/juwcjgxx5d
transcript:… https://t.co/hilchbpjet",Fri Jun 16 22:18:54 +0000 2017,9970,43992
great news! #maga https://t.co/pirhr7layt,Fri Jun 16 15:12:27 +0000 2017,16992,68885
i am being investigated for firing the fbi director by the man who told me to fire the fbi director! witch hunt,Fri Jun 16 13:07:55 +0000 2017,46063,146317
"despite the phony witch hunt going on in america, the economic &amp; jobs numbers are great. regulations way down, jobs and enthusiasm way up!",Fri Jun 16 12:54:22 +0000 2017,23341,106894
the fake news media hates when i use what has turned out to be my very powerful social media - over 100 million people! i can go around them,Fri Jun 16 12:23:08 +0000 2017,27229,128123
"after 7 months of investigations &amp; committee hearings about my ""collusion with the russians,""  nobody has been able to show any proof. sad!",Fri Jun 16 11:53:56 +0000 2017,23996,104305
#congressionalbaseballgame⚾️ https://t.co/u8inojtf6d,Thu Jun 15 23:49:24 +0000 2017,16064,71683
"thank you wisconsin! tuesday was a great success for #workforceweek at @wctc w/ @ivankatrump &amp; @govwalker. 
remarks… https://t.co/l8o396yykx",Thu Jun 15 21:43:14 +0000 2017,8929,46907
"crooked h destroyed phones w/ hammer, 'bleached' emails, &amp; had husband meet w/ag days before she was cleared- &amp; they talk about obstruction?",Thu Jun 15 19:56:01 +0000 2017,51010,145562
"why is that hillary clintons family and dems dealings with russia are not looked at, but my non-dealings are?",Thu Jun 15 19:43:31 +0000 2017,34404,117645
you are witnessing the single greatest witch hunt in american political history - led by some very bad and conflicted people!  #maga,Thu Jun 15 11:57:57 +0000 2017,33526,115147
"they made up a phony collusion with the russians story, found zero proof, so now they go for obstruction of justice on the phony story. nice",Thu Jun 15 10:55:37 +0000 2017,39153,135541
"just left hospital. rep. steve scalise, one of the truly great people, is in very tough shape - but he is a real fighter. pray for steve!",Thu Jun 15 01:41:45 +0000 2017,38620,185547
"happy birthday to u.s. army and our soldiers. thank you for your bravery, sacrifices, &amp; dedication. proud to be your commander-in-chief!",Wed Jun 14 14:07:31 +0000 2017,28182,137176
"rep. steve scalise of louisiana, a true friend and patriot, was badly injured but will fully recover. our thoughts and prayers are with him.",Wed Jun 14 12:48:26 +0000 2017,30888,134727
"just got back from wisconsin. great day, great people!",Wed Jun 14 02:53:45 +0000 2017,11172,81304
rt @tuckercarlson: .@richardgrenell : @realdonaldtrump told tillerson he had the full support of the u.s. gov't to bring #ottowarmbier home…,Wed Jun 14 02:50:17 +0000 2017,6543,0
the passage of the @deptvetaffairs accountability and whistleblower protection act is great news for veterans! i lo… https://t.co/k45aci25bt,Tue Jun 13 23:18:19 +0000 2017,13107,54934
"just arrived in wisconsin to discuss jobs, jobs, jobs! #maga🇺🇸 https://t.co/lej9s817yb",Tue Jun 13 20:41:37 +0000 2017,11962,63823
"2 million more people just dropped out of obamacare. it is in a death spiral. obstructionist democrats gave up, have no answer = resist!",Tue Jun 13 13:56:20 +0000 2017,20096,78756
"heading to the great state of wisconsin to talk about jobs, jobs, jobs! big progress being made as the real news is reporting.",Tue Jun 13 13:29:59 +0000 2017,12340,64857
fake news is at an all time high. where is their apology to me for all of the incorrect stories???,Tue Jun 13 12:48:44 +0000 2017,21624,90169
a.g. lynch made law enforcement decisions for political purposes...gave hillary clinton a free pass and protection. totally illegal!,Tue Jun 13 12:45:11 +0000 2017,27009,89841
rt @corrynmb: @realdonaldtrump liberals have an agenda and it's not in america's best interest. keep fighting the good fight! we stand with…,Tue Jun 13 12:07:36 +0000 2017,17748,0
"well, as predicted, the 9th circuit did it again - ruled against the travel ban at such a dangerous time in the history of our country. s.c.",Tue Jun 13 10:44:16 +0000 2017,15977,63153
the fake news media has never been so wrong or so dirty. purposely incorrect stories and phony sources to meet their agenda of hate. sad!,Tue Jun 13 10:35:55 +0000 2017,23515,91643
"congratulations to the 2016 @clemsonfb tigers!
full ceremony: https://t.co/syjugomhhj
#nationalchampions🏈 https://t.co/f23nzox2bi",Tue Jun 13 00:09:54 +0000 2017,9269,44443
"finally held our first full @cabinet meeting today. with this great team, we can restore american prosperity and br… https://t.co/b0rokshtfe",Mon Jun 12 21:10:10 +0000 2017,15626,70979
"congratulations! 

'first new coal mine of trump era opens in pennsylvania' https://t.co/airllxnlqa",Mon Jun 12 17:59:27 +0000 2017,16035,66502
we will never forget the victims who lost their lives one year ago today in the horrific #pulsenightclub shooting.… https://t.co/7lzggdjkxz,Mon Jun 12 16:58:25 +0000 2017,21226,85480
ivanka on @foxandfriends now!,Mon Jun 12 10:55:27 +0000 2017,4775,43159
