Tweet,Date,Retweets,Likes
"when you’re almost 800 billion dollars a year down on trade, you can’t lose a trade war! the u.s. has been ripped o… https://t.co/f2x1yvgu4k",Sat Jun 02 21:23:15 +0000 2018,30273,129732
rt @clewandowski_: looking forward to being on @foxandfriends tomorrow around 7:45 am on @foxnews. hope you watch.,Sat Jun 02 21:09:20 +0000 2018,5037,0
"rt @foxandfriends: 223,000 jobs added in may, even the nyt runs out of words to describe how good the numbers are! https://t.co/k1gb8g0zsf",Sat Jun 02 21:04:34 +0000 2018,11828,0
rt @jessebwatters: the media had it's worst week ever! @charliekirk11 and @joeconchatv break it down on @wattersworld https://t.co/umeblnh6…,Sat Jun 02 21:02:23 +0000 2018,6772,0
"why is it that the wall street journal, though well meaning, never mentions the unfairness of the tariffs routinely… https://t.co/1if8kkrjdc",Sat Jun 02 20:57:30 +0000 2018,19102,80273
"the united states must, at long last, be treated fairly on trade. if we charge a country zero to sell their goods,… https://t.co/n0vz4ijiag",Sat Jun 02 17:51:38 +0000 2018,31353,127736
there was no collusion with russia (except by the democrats). when will this very expensive witch hunt hoax ever en… https://t.co/ldhdokruvu,Sat Jun 02 17:43:07 +0000 2018,18878,76635
"real @foxnews is doing great, fake news cnn is dead! https://t.co/1p37tpib3v",Sat Jun 02 16:46:05 +0000 2018,16634,70160
very surprised that china would be doing this? https://t.co/d03kv07df7,Sat Jun 02 16:35:14 +0000 2018,7711,33547
https://t.co/8li2lomgkh,Sat Jun 02 16:28:53 +0000 2018,12247,43257
rt @kimkardashian: i would like to thank president trump for his time this afternoon. it is our hope that the president will grant clemency…,Sat Jun 02 16:18:45 +0000 2018,19447,0
now this is a record that will never be broken! https://t.co/rtplfvsbu5,Sat Jun 02 16:13:11 +0000 2018,5924,35423
"....“$17 million spent, it’s a scam investigation. americans are being worked. we now know there was russian collus… https://t.co/tkbvlpp9fw",Sat Jun 02 12:40:48 +0000 2018,19568,74895
"“john brennan, no single figure in american history has done more to discredit the intelligence community than this… https://t.co/detdpiyoet",Sat Jun 02 12:06:47 +0000 2018,23768,87330
“we ran out of words to describe how good the jobs numbers are.”  neil irwin of the @nytimes.,Sat Jun 02 11:40:03 +0000 2018,16382,74616
"today, it was my great honor to be with the brave men and women of the united states coast guard! https://t.co/raypbogxuz",Fri Jun 01 21:40:50 +0000 2018,15535,83962
rt @foxnews: president @realdonaldtrump participates in the u.s. coast guard [@uscg] change-of-command ceremony. https://t.co/ekwubvkf1h,Fri Jun 01 18:07:44 +0000 2018,7584,0
canada has treated our agricultural business and farmers very poorly for a very long period of time. highly restric… https://t.co/fuj5wk1n3e,Fri Jun 01 13:18:21 +0000 2018,19270,82106
looking forward to seeing the employment numbers at 8:30 this morning.,Fri Jun 01 11:21:48 +0000 2018,11543,76483
why aren’t they firing no talent samantha bee for the horrible language used on her low ratings show? a total doubl… https://t.co/5zzfmhabq5,Fri Jun 01 11:15:31 +0000 2018,32205,141181
"a.p. has just reported that the russian hoax investigation has now cost our government over $17 million, and going… https://t.co/fu3rs7e3ce",Fri Jun 01 11:05:16 +0000 2018,25924,97779
fair trade!,Thu May 31 21:19:34 +0000 2018,19984,98047
rt @secpompeo: the proposed summit offers a historic opening for @potus and chairman kim to boldly lead u.s. and #dprk into a new era of pe…,Thu May 31 21:15:36 +0000 2018,11584,0
will be giving a full pardon to dinesh d’souza today. he was treated very unfairly by our government!,Thu May 31 13:18:35 +0000 2018,36801,153243
very good meetings with north korea.,Thu May 31 13:15:28 +0000 2018,20322,109434
not that it matters but i never fired james comey because of russia! the corrupt mainstream media loves to keep pus… https://t.co/k8nittwxaf,Thu May 31 12:11:01 +0000 2018,16537,74695
"the corrupt mainstream media is working overtime not to mention the infiltration of people, spies (informants), int… https://t.co/ud56wllotp",Thu May 31 12:05:20 +0000 2018,20229,87040
"iger, where is my call of apology? you and abc have offended millions of people, and they demand a response. how is… https://t.co/hav9bsve1o",Thu May 31 11:53:08 +0000 2018,24566,99290
"rt @ap_politics: trump set to promote youth sports, wants such activities to be more accessible to economically disadvantaged children: htt…",Thu May 31 10:59:45 +0000 2018,7859,0
rt @dougmillsnyt: children race as @realdonaldtrump looks on with @ivankatrump and new york yankees legend mariano rivera they as they part…,Thu May 31 10:58:39 +0000 2018,5710,0
"rt @ivankatrump: today @potus hosted #fieldday at the @whitehouse with the announced president’s council on sports, fitness and nutrition.…",Thu May 31 10:56:49 +0000 2018,8090,0
rt @herschelwalker: what an awesome day in d.c. participating @whitehouse sports &amp; fitness day with @ivankatrump @potus @mistymaytreanor @m…,Thu May 31 10:56:33 +0000 2018,9183,0
"rush limbaugh  “if the fbi was so concerned, and if they weren’t targeting trump, they should have told trump. if t… https://t.co/y2nfpqjjqf",Thu May 31 10:55:14 +0000 2018,24241,89538
"“the recusal of jeff sessions was an unforced betrayal of the president of the united states.” joe digenova, former u.s. attorney.",Thu May 31 03:21:26 +0000 2018,16136,64975
"rt @scavino45: president trump kisses jordan mclinn, who suffers from duchenne muscular dystrophy (dmd), after signing the #righttotry act…",Thu May 31 03:08:17 +0000 2018,12029,0
"the soon to be released book, “the russia hoax, the illicit scheme to clear hillary clinton and frame donald trump,… https://t.co/byhjyfpnka",Thu May 31 03:06:28 +0000 2018,21830,82689
"very importantly, @repdandonovan will win for the republicans in november...and his opponent will not. remember ala… https://t.co/rvwuwuz01j",Thu May 31 00:08:50 +0000 2018,13556,56150
there is no one better to represent the people of n.y. and staten island (a place i know very well) than… https://t.co/be5isibkya,Wed May 30 23:46:15 +0000 2018,12572,52994
"great meeting with @kimkardashian today, talked about prison reform and sentencing. https://t.co/uoy4uj41jf",Wed May 30 22:59:08 +0000 2018,41871,159025
"moments ago, it was my great honor to sign #righttotry into law! https://t.co/mtpihsbc1h https://t.co/hftpyjlv4h",Wed May 30 17:19:59 +0000 2018,12798,57950
"with the #righttotry law i signed today, patients with life threatening illnesses will finally have access to exper… https://t.co/6ttyqojvig",Wed May 30 17:11:58 +0000 2018,18487,78343
today i am proud to keep another promise to the american people as i sign the #righttotry legislation into law. https://t.co/vd8cn5yfio,Wed May 30 17:09:38 +0000 2018,11524,58420
bob iger of abc called valerie jarrett to let her know that “abc does not tolerate comments like those” made by ros… https://t.co/6mbr4m5sw2,Wed May 30 15:31:01 +0000 2018,45281,163714
"the failing and corrupt @nytimes estimated the crowd last night at “1000 people,” when in fact it was many times th… https://t.co/xshxdabksu",Wed May 30 14:35:07 +0000 2018,19487,83200
"....there are lots of really good lawyers in the country, he could have picked somebody else!” and i wish i did!",Wed May 30 12:47:07 +0000 2018,14058,71893
"....chief law enforcement officer, and they told me later, ‘oh by the way i’m not going to be able to participate i… https://t.co/egeijva125",Wed May 30 12:47:04 +0000 2018,15582,67660
"rep.trey gowdy, “i don’t think so, i think what the president is doing is expressing frustration that attorney gene… https://t.co/joz7nsivd8",Wed May 30 12:46:57 +0000 2018,13678,58720
"the fake mainstream media has, from the time i announced i was running for president, run the most highly sophistic… https://t.co/slngxtjuiv",Tue May 29 13:30:24 +0000 2018,35687,138876
"sorry, i’ve got to start focusing my energy on north korea nuclear, bad trade deals, va choice, the economy, rebuil… https://t.co/dwuxtqetj7",Tue May 29 11:27:07 +0000 2018,28901,121240
why aren’t the 13 angry and heavily conflicted democrats investigating the totally crooked campaign of totally croo… https://t.co/dtgupctvei,Tue May 29 11:09:32 +0000 2018,18617,79577
"the 13 angry democrats (plus people who worked 8 years for obama) working on the rigged russia witch hunt, will be… https://t.co/xarruzpz0x",Tue May 29 11:00:02 +0000 2018,23763,98051
“this investigation involved far more surveillance than we ever had any idea about. it wasn’t just a wiretap agains… https://t.co/m1ie7titds,Tue May 29 10:49:23 +0000 2018,20188,75880
we have put a great team together for our talks with north korea. meetings are currently taking place concerning su… https://t.co/aq8qghcdly,Tue May 29 10:30:32 +0000 2018,16884,74621
democrats mistakenly tweet 2014 pictures from obama’s term showing children from the border in steel cages. they th… https://t.co/nfb0jutcum,Tue May 29 10:07:26 +0000 2018,29431,104297
"california has a rare opportunity to turn things around and solve its high crime, high tax, problems - along with s… https://t.co/izmpvzrvrn",Mon May 28 21:53:56 +0000 2018,24703,100575
a democratic lawmaker just introduced a bill to repeal the gop tax cuts (no chance). this is too good to be true fo… https://t.co/xiq9y9vjwk,Mon May 28 21:22:15 +0000 2018,26691,95712
our fallen heroes have not only written our history they have shaped our destiny. they saved the lives of the men a… https://t.co/mypuwljbb8,Mon May 28 17:19:33 +0000 2018,17526,80471
"the heroes who rest in these hallowed fields, in cemeteries, battlefields, and burial grounds near and far are draw… https://t.co/rdazqlvkpt",Mon May 28 17:14:45 +0000 2018,13858,65560
thank you for joining us on this solemn day of remembrance. we are gathered here on the sacred soil of… https://t.co/wv3suuxpef,Mon May 28 17:13:04 +0000 2018,11031,52624
"“we now find out that the obama administration put the opposing campaigns presidential candidate, or his campaign,… https://t.co/chhc1odry3",Mon May 28 14:32:31 +0000 2018,22131,80634
“sally yates is part of concerns people have raised about bias in the justice dept. i find her actions to be really… https://t.co/salsmsxbpf,Mon May 28 14:08:56 +0000 2018,15940,66438
“the president deserves some answers.” @foxnews in discussing “spygate.”,Mon May 28 13:55:59 +0000 2018,13791,62878
happy memorial day! those who died for our great country would be very happy and proud at how well our country is d… https://t.co/6lz4vyzlqh,Mon May 28 12:58:07 +0000 2018,27249,130194
#memorialday🇺🇸 https://t.co/iohcuhi4dq,Mon May 28 11:01:47 +0000 2018,18147,71230
why didn’t president obama do something about the so-called russian meddling when he was told about it by the fbi b… https://t.co/dn4mqifpm9,Sun May 27 20:32:33 +0000 2018,33934,126495
our united states team has arrived in north korea to make arrangements for the summit between kim jong un and mysel… https://t.co/m8xl0g7bgq,Sun May 27 20:09:12 +0000 2018,29228,119200
"why didn’t the 13 angry democrats investigate the campaign of crooked hillary clinton, many crimes, much collusion… https://t.co/81l70bluty",Sun May 27 14:13:24 +0000 2018,27400,106896
"fantastic to have 400,000 great men &amp; women of rolling thunder in d.c. showing their patriotism. they love our coun… https://t.co/0nu9p8znvv",Sun May 27 13:14:04 +0000 2018,26458,119356
who’s going to give back the young and beautiful lives (and others) that have been devastated and destroyed by the… https://t.co/q5v532pn9x,Sun May 27 12:41:24 +0000 2018,21489,89365
welcome home josh! https://t.co/2x0cke4stx,Sun May 27 01:49:54 +0000 2018,22839,89295
"when will the 13 angry democrats (&amp; those who worked for president o), reveal their disqualifying conflicts of inte… https://t.co/2x58mqnbh6",Sat May 26 19:56:52 +0000 2018,23884,90752
this whole russia probe is rigged. just an excuse as to why the dems and crooked hillary lost the election and stat… https://t.co/vctdhqf9vq,Sat May 26 19:41:50 +0000 2018,21560,83584
"with spies, or “informants” as the democrats like to call them because it sounds less sinister (but it’s not), all… https://t.co/d3wsweqmub",Sat May 26 19:28:04 +0000 2018,21684,82269
"the failing @nytimes quotes “a senior white house official,” who doesn’t exist, as saying “even if the meeting were… https://t.co/ics8ucyr96",Sat May 26 15:21:10 +0000 2018,22360,83894
"unlike what the failing and corrupt new york times would like people to believe, there is zero disagreement within… https://t.co/onjlfs4bcs",Sat May 26 15:03:33 +0000 2018,15109,62240
"thanks to very brave teacher &amp; hero jason seaman of noblesville, indiana, for his heroic act in saving so many prec… https://t.co/xpgynfomu0",Sat May 26 14:47:14 +0000 2018,22122,101405
looking forward to seeing joshua holt this evening in the white house. the great people of utah are celebrating!,Sat May 26 14:38:54 +0000 2018,11883,59861
put pressure on the democrats to end the horrible law that separates children from there parents once they cross th… https://t.co/4a3owtmq0h,Sat May 26 13:59:02 +0000 2018,22402,89963
good news about the release of the american hostage from venezuela. should be landing in d.c. this evening and be i… https://t.co/ydyng0z0mq,Sat May 26 13:22:09 +0000 2018,23713,95938
"we are having very productive talks with north korea about reinstating the summit which, if it does happen, will li… https://t.co/jmup3oifaq",Sat May 26 00:37:35 +0000 2018,22038,89797
...but complain and obstruct. they made only bad deals (iran) and their so-called trade deals are the laughing stock of the world!,Fri May 25 23:13:19 +0000 2018,14456,65562
senator schumer and obama administration let phone company zte flourish with no security checks. i closed it down t… https://t.co/q01eeybbvc,Fri May 25 23:07:19 +0000 2018,24625,93773
funny to watch the democrats criticize trade deals being negotiated by me when they don’t even know what the deals… https://t.co/fhx2mcvile,Fri May 25 22:45:32 +0000 2018,31915,118043
chicago police have every right to legally protest against the mayor and an administration that just won’t let them… https://t.co/48vmxloz78,Fri May 25 22:14:54 +0000 2018,25521,104310
"to the @navalacademy class of 2018, i say: we know you are up to the task. we know you will make us proud. we know… https://t.co/cquo9wfgpn",Fri May 25 20:39:26 +0000 2018,17411,72106
"on behalf of the american people, congratulations! we love you! https://t.co/yrlj0vrxwk",Fri May 25 17:22:37 +0000 2018,18531,89228
"today, it was my great honor to deliver the 2018 commencement address at the united states @navalacademy in annapol… https://t.co/ldcjnuqrkz",Fri May 25 17:12:13 +0000 2018,10924,54487
"very good news to receive the warm and productive statement from north korea. we will soon see where it will lead,… https://t.co/boksjzcatv",Fri May 25 12:14:07 +0000 2018,23818,101224
democrats are so obviously rooting against us in our negotiations with north korea. just like they are coming to th… https://t.co/ll1xiumm7y,Fri May 25 12:04:20 +0000 2018,26706,97268
"“everyone knows there was a spy, and in fact the people who were involved in the spying are admitting that there wa… https://t.co/xkojxel0kh",Fri May 25 12:04:19 +0000 2018,21582,78491
"can anyone even imagine having spies placed in a competing campaign, by the people and party in absolute power, for… https://t.co/zpxbymrb51",Fri May 25 12:04:17 +0000 2018,23343,94400
the democrats are now alluding to the the concept that having an informant placed in an opposing party’s campaign i… https://t.co/t9ba06crsf,Fri May 25 12:04:16 +0000 2018,18450,68606
"rt @realdonaldtrump: not surprisingly, the great men &amp; women of the fbi are starting to speak out against comey, mccabe and all of the poli…",Fri May 25 09:15:13 +0000 2018,34252,0
"rt @scavino45: last week after visiting flotus melania, potus trump went to visit wounded heroes at walter reed medical center. he told the…",Fri May 25 09:13:35 +0000 2018,8312,0
"rt @scavino45: today, president trump issued an executive grant of clemency (full pardon) posthumously to john arthur “jack” johnson, the f…",Fri May 25 09:12:57 +0000 2018,4805,0
rt @scavino45: cc: @potus @realdonaldtrump https://t.co/masb5mduvs,Fri May 25 09:09:25 +0000 2018,4250,0
"rt @scavino45: today, @potus @realdonaldtrump welcomed 106-year-old pearl harbor veteran ray chavez of poway, california to the @whitehouse…",Fri May 25 01:06:43 +0000 2018,12008,0
"today, it was my great honor to present the #medalofhonor to @usnavy (seal) master chief special warfare operator b… https://t.co/jgt8zmujdd",Thu May 24 21:18:32 +0000 2018,14903,70239
"today, it was my honor to sign #s2155, the ""economic growth, regulatory relief, and consumer protection act.” read… https://t.co/yvrptlqzvf",Thu May 24 17:54:36 +0000 2018,8786,39446
i have decided to terminate the planned summit in singapore on june 12th. while many things can happen and a great… https://t.co/ebxogsodzo,Thu May 24 16:57:51 +0000 2018,15929,62661
"it was my great honor to host a roundtable re: ms-13 yesterday in bethpage, new york. democrats must abandon their… https://t.co/ihqjplzdaz",Thu May 24 16:24:38 +0000 2018,12886,57223
"sadly, i was forced to cancel the summit meeting in singapore with kim jong un. https://t.co/rlwxxbxfkx",Thu May 24 16:18:25 +0000 2018,16731,62088
"not surprisingly, the great men &amp; women of the fbi are starting to speak out against comey, mccabe and all of the p… https://t.co/gnafvtupjl",Thu May 24 12:34:29 +0000 2018,34252,122218
"clapper has now admitted that there was spying in my campaign. large dollars were paid to the spy, far beyond norma… https://t.co/7xf9jodfq0",Thu May 24 12:21:08 +0000 2018,31084,109815
will be interviewed on @foxandfriends tomorrow morning at 6:00 a.m. enjoy!,Thu May 24 00:58:04 +0000 2018,12407,64921
"great to be in new york for the day. heading back to the @whitehouse now, lots of work to be done! https://t.co/w3luiq8swh",Thu May 24 00:08:49 +0000 2018,13138,69416
"thank you to all of the incredible law enforcement officers and firefighters in bethpage, new york. keep up the gre… https://t.co/dkmmmlwk64",Wed May 23 23:41:47 +0000 2018,11878,58468
crippling loopholes in our laws have enabled ms-13 gang members and other criminals to infiltrate our communities -… https://t.co/eivsllglab,Wed May 23 19:35:18 +0000 2018,17434,63265
"today on long island, we were all moved to be joined by families who have suffered unthinkable heartbreak at the ha… https://t.co/ryh7yzb6wp",Wed May 23 19:29:23 +0000 2018,13731,61119
thank you @sbalist! #sbagala https://t.co/mpkwukx08o,Wed May 23 16:19:04 +0000 2018,7474,34418
witch hunt!,Wed May 23 13:34:06 +0000 2018,23450,93988
there will be big news coming soon for our great american autoworkers. after many decades of losing your jobs to ot… https://t.co/birtikarpd,Wed May 23 13:18:54 +0000 2018,19001,87759
"big legislation will be signed by me shortly. after many years, right to try and big changes to dodd frank.",Wed May 23 11:58:22 +0000 2018,13895,63586
"our trade deal with china is moving along nicely, but in the end we will probably have to use a different structure… https://t.co/2zzyqausy2",Wed May 23 11:55:35 +0000 2018,11461,57649
"“trump should be happy that the fbi was spying on his campaign” no, james clapper, i am not happy. spying on a camp… https://t.co/0oxtefafny",Wed May 23 11:33:59 +0000 2018,26511,94227
"everybody is with tomi lahren, a truly outstanding and respected young woman! @foxandfriends",Wed May 23 11:22:25 +0000 2018,16095,87966
spygate could be one of the biggest political scandals in history!,Wed May 23 11:12:27 +0000 2018,24419,90913
“it’s clear that they had eyes and ears all over the trump campaign” judge andrew napolitano,Wed May 23 11:00:45 +0000 2018,15271,62115
"look how things have turned around on the criminal deep state. they go after phony collusion with russia, a made up… https://t.co/ddgncbxa85",Wed May 23 10:54:01 +0000 2018,33851,114809
@foxandfriends  “new bombshell in the obama spying scandal. did other agencies spy on trump campaign?” even clapper… https://t.co/6yeb63xzce,Wed May 23 10:45:37 +0000 2018,4591,11321
"...follow the money! the spy was there early in the campaign and yet never reported collusion with russia, because… https://t.co/gjgldzitwv",Wed May 23 01:13:46 +0000 2018,24167,85391
if the person placed very early into my campaign wasn’t a spy put there by the previous administration for politica… https://t.co/gnhqcqfgkm,Wed May 23 01:13:46 +0000 2018,25142,92740
"for the first time since roe v. wade, america has a pro-life president, a pro-life vice president, a pro-life house… https://t.co/wanyhutaab",Wed May 23 00:40:41 +0000 2018,20464,83863
it was my honor to welcome @nascar cup series champion @martintruex_jr and his team to the @whitehouse yesterday! https://t.co/5cr2oybrnq,Tue May 22 19:35:34 +0000 2018,10714,56598
"today, it was my great honor to welcome president moon jae-in of the republic of korea to the @whitehouse!🇺🇸🇰🇷 https://t.co/yvoxnia1dm",Tue May 22 18:21:32 +0000 2018,13816,68166
".@asahutchinson, the great governor of arkansas, is in a primary tomorrow. he has done an incredible job with a foc… https://t.co/4rurb3hbt5",Mon May 21 23:18:00 +0000 2018,18154,75955
"under our potential deal with china, they will purchase from our great american farmers practically as much as our farmers can produce.",Mon May 21 13:16:31 +0000 2018,20281,93110
"the wall street journal asks, “where in the world was barack obama?”  a very good question!",Mon May 21 12:51:20 +0000 2018,26664,113749
...they then used to start an investigation about trump. it is that simple. this guy is the genesis of this whole d… https://t.co/ujkgiqjiwi,Mon May 21 12:12:55 +0000 2018,22668,84908
....top of the fbi. brennan started this entire debacle about president trump. we now know that brennan had detaile… https://t.co/hnquhm9wtq,Mon May 21 12:01:01 +0000 2018,20848,74514
"“john brennan is panicking. he has disgraced himself, he has disgraced the country, he has disgraced the entire int… https://t.co/8itwkc8oid",Mon May 21 11:53:07 +0000 2018,33365,113278
china must continue to be strong &amp; tight on the border of north korea until a deal is made. the word is that recent… https://t.co/ojgzv5s6i7,Mon May 21 11:40:22 +0000 2018,13817,64415
"on china, barriers and tariffs to come down for first time.",Mon May 21 11:31:16 +0000 2018,11685,57552
china has agreed to buy massive amounts of additional farm/agricultural products - would be one of the best things… https://t.co/3jwukyrau1,Mon May 21 11:27:42 +0000 2018,17209,79991
"i ask senator chuck schumer, why didn’t president obama &amp; the democrats do something about trade with china, includ… https://t.co/e8k3tcsfuq",Mon May 21 11:21:29 +0000 2018,17318,78164
"i hereby demand, and will do so officially tomorrow, that the department of justice look into whether or not the fb… https://t.co/gpzy1kpkgj",Sun May 20 17:37:40 +0000 2018,53846,182888
rt @erictrump: it is emotional day being back at @stjude in celebration of our dear friend colin! he was a beautiful child who we will all…,Sun May 20 17:14:25 +0000 2018,10808,0
the witch hunt finds no collusion with russia - so now they’re looking at the rest of the world. oh’ great!,Sun May 20 17:13:47 +0000 2018,19535,89940
"....and why hasn’t the podesta brother been charged and arrested, like others, after being forced to close down his… https://t.co/kclczjnejo",Sun May 20 14:04:24 +0000 2018,30643,113992
"what ever happened to the server, at the center of so much corruption, that the democratic national committee refus… https://t.co/gjpvxy5gf6",Sun May 20 13:37:34 +0000 2018,31809,108697
"now that the witch hunt has given up on russia and is looking at the rest of the world, they should easily be able… https://t.co/cq9ov0xgmk",Sun May 20 13:29:32 +0000 2018,23328,90873
"...in the hillary clinton campaign where she deleted 33,000 emails, got $145,000,000 while secretary of state, paid… https://t.co/mwjsrlsrv3",Sun May 20 13:19:34 +0000 2018,31273,115173
"....at what point does this soon to be $20,000,000 witch hunt, composed of 13 angry and heavily conflicted democrat… https://t.co/gtb6hpqe7d",Sun May 20 13:11:05 +0000 2018,26780,100296
things are really getting ridiculous. the failing and crooked (but not as crooked as hillary clinton) @nytimes has… https://t.co/cxzh2q5pyf,Sun May 20 13:04:21 +0000 2018,22678,87883
"if the fbi or doj was infiltrating a campaign for the benefit of another campaign, that is a really big deal. only… https://t.co/hshtuzpwxc",Sat May 19 21:27:48 +0000 2018,35800,126587
great to have our incredible first lady back home in the white house. melania is feeling and doing really well. tha… https://t.co/xheqocfv8e,Sat May 19 18:37:39 +0000 2018,23516,158800
happy #armedforcesday to our great military men and women for their selfless service to our nation! https://t.co/jbjvrkv1hh,Sat May 19 18:00:43 +0000 2018,17349,76033
"rt @realdonaldtrump: we grieve for the terrible loss of life, and send our support and love to everyone affected by this horrible attack in…",Sat May 19 13:58:35 +0000 2018,17657,0
"america is blessed with extraordinary energy abundance, including more than 250 years worth of beautiful clean coal… https://t.co/um82neyz0g",Fri May 18 22:57:09 +0000 2018,20044,99115
"california finally deserves a great governor, one who understands borders, crime and lowering taxes. john cox is th… https://t.co/cmabmno8vk",Fri May 18 22:00:58 +0000 2018,24940,102412
just met with un secretary-general antónio guterres who is working hard to “make the united nations great again.” w… https://t.co/b6dqmsjl1d,Fri May 18 20:41:21 +0000 2018,10888,52355
america is a nation that believes in the power of redemption. america is a nation that believes in second chances -… https://t.co/jysg1dyxzo,Fri May 18 20:22:25 +0000 2018,14415,61767
rt @steveforbesceo: .@realdonaldtrump speech on drug costs pays immediate dividends. new @amgen drug lists at 30% less than expected. middl…,Fri May 18 20:02:49 +0000 2018,8241,0
"we grieve for the terrible loss of life, and send our support and love to everyone affected by this horrible attack… https://t.co/05tdoyllzu",Fri May 18 16:34:24 +0000 2018,17657,80936
school shooting in texas. early reports not looking good. god bless all!,Fri May 18 15:05:35 +0000 2018,17382,94305
"reports are there was indeed at least one fbi representative implanted, for political purposes, into my campaign fo… https://t.co/g7ngclsoui",Fri May 18 13:50:11 +0000 2018,27000,89635
"why isn’t disgraced fbi official andrew mccabe being investigated for the $700,000 crooked hillary democrats in vir… https://t.co/aj9kzqlmdm",Fri May 18 13:38:11 +0000 2018,23829,88586
"fake news media had me calling immigrants, or illegal immigrants, “animals.” wrong! they were begrudgingly forced t… https://t.co/rnvs7pozl1",Fri May 18 10:51:43 +0000 2018,42957,160062
"“apparently the doj put a spy in the trump campaign. this has never been done before and by any means necessary, th… https://t.co/kyj4gp0wy3",Fri May 18 10:24:53 +0000 2018,21271,75436
rt @whitehouse: #laurel? #yanny? or... https://t.co/5hth07sdgy,Thu May 17 23:44:23 +0000 2018,37439,0
it was my great honor to visit with our heroes last night at walter reed medical center. there is nobody like them! https://t.co/fg5w1swihk,Thu May 17 22:17:08 +0000 2018,13358,71931
"tomorrow, the house will vote on a strong farm bill, which includes work requirements. we must support our nation’s great farmers!",Thu May 17 22:14:23 +0000 2018,14236,73163
great talk with my friend president mauricio macri of argentina this week. he is doing such a good job for argentin… https://t.co/ugbwbgszel,Thu May 17 21:53:51 +0000 2018,16680,82383
"talking trade with the vice premier of the people’s republic of china, liu he. https://t.co/9t7iq6f3xe",Thu May 17 21:27:52 +0000 2018,7987,43343
"congratulations to our new cia director, gina haspel! https://t.co/n1xj9lsv9d",Thu May 17 21:00:12 +0000 2018,18706,83543
congrats to the house for passing the va mission act yesterday. without this funding our veterans will be forced to… https://t.co/nlldlypt8f,Thu May 17 15:25:57 +0000 2018,19012,80263
"despite the disgusting, illegal and unwarranted witch hunt, we have had the most successful first 17 month administ… https://t.co/pvp7wcpj8m",Thu May 17 13:52:44 +0000 2018,32104,136550
"wow, word seems to be coming out that the obama fbi “spied on the trump campaign with an embedded informant.” andre… https://t.co/kng10sdhdo",Thu May 17 12:45:03 +0000 2018,33844,114805
"congratulations america, we are now into the second year of the greatest witch hunt in american history...and there… https://t.co/yoaafbrwlu",Thu May 17 11:28:09 +0000 2018,29858,125023
gina haspel is one step closer to leading our brave men and women at the cia. she is exceptionally qualified and th… https://t.co/pv7carpgj8,Wed May 16 22:57:25 +0000 2018,17006,82022
"...and voted against the massive tax cut bill. he’s also weak on borders and crime. sadly, our great military and v… https://t.co/ecajvdf7re",Wed May 16 18:40:36 +0000 2018,9518,44611
"lou barletta will be a great senator for pennsylvania but his opponent, bob casey, has been a do-nothing senator wh… https://t.co/zxpgvucuvs",Wed May 16 18:40:35 +0000 2018,14244,57831
"today, it was my great honor to welcome president mirziyoyev of uzbekistan to the @whitehouse! https://t.co/3ekhchjnya",Wed May 16 17:50:58 +0000 2018,8449,46042
"house votes today on choice/mission act. who will stand with our great vets, caregivers, and veterans service organ… https://t.co/eaylpx00ex",Wed May 16 17:21:18 +0000 2018,14979,68856
"...haven’t even started yet! the u.s. has very little to give, because it has given so much over the years. china has much to give!",Wed May 16 13:09:20 +0000 2018,9509,47625
"...we have not seen china’s demands yet, which should be few in that previous u.s. administrations have done so poo… https://t.co/vobv6ibkgk",Wed May 16 13:09:20 +0000 2018,8932,44075
the washington post and cnn have typically written false stories about our trade negotiations with china. nothing h… https://t.co/ptiy1tm9k0,Wed May 16 13:09:19 +0000 2018,13372,58743
congratulations to deb fischer. the people of nebraska have seen what a great job she is doing - and it showed up at the ballot box! #maga,Wed May 16 12:25:42 +0000 2018,12185,64984
congratulations to lou barletta of pennsylvania. he will be a great senator and will represent his people well - li… https://t.co/972dsl4ox1,Wed May 16 12:07:52 +0000 2018,17248,86641
thank you to the washington examiner and @cortessteve on the great article - on winning! https://t.co/b5dfuabn5q,Tue May 15 20:29:39 +0000 2018,11796,48788
#peaceofficersmemorialday https://t.co/agxulppyag,Tue May 15 18:56:56 +0000 2018,11095,49663
today is one of the most important and solemn occasions of the year – the day we pay tribute to the law enforcement… https://t.co/qrxwnjpf3k,Tue May 15 18:39:58 +0000 2018,18548,82965
nebraska - make sure you get out to the polls and vote for deb fischer today! https://t.co/bdhvagv2fs,Tue May 15 17:30:16 +0000 2018,11897,46280
"can you believe that with all of the made up, unsourced stories i get from the fake news media, together with the… https://t.co/ohjw8dycot",Tue May 15 14:08:21 +0000 2018,31768,139717
trade negotiations are continuing with china. they have been making hundreds of billions of dollars a year from the… https://t.co/spu8trgtmu,Tue May 15 12:35:30 +0000 2018,14767,77754
our great first lady is doing really well. will be leaving hospital in 2 or 3 days. thank you for so much love and support!,Tue May 15 12:26:59 +0000 2018,20982,158356
rt @scavino45: “job openings hit record high of 6.6 million” https://t.co/bwdslu6t4l,Tue May 15 12:22:10 +0000 2018,8072,0
rt @scavino45: “trump is putting the us back on top” https://t.co/tnyo2ead2t,Tue May 15 12:21:24 +0000 2018,8023,0
"heading over to walter reed medical center to see our great first lady, melania. successful procedure, she is in go… https://t.co/v0mjsiofos",Mon May 14 21:09:16 +0000 2018,22501,148346
